,wl,pure,salty,cdom,bbw,Kd
225,750.0,2.569235,2.58841801,2.6091723478736997,0.00023572999612042622,2.569972920929305
226,752.0,2.58168,2.60207107,2.6223129814458046,0.0001,2.5819930364999997
227,754.0,2.593825,2.61468528,2.6344274168714925,0.0001,2.5941380364999995
228,756.0,2.59929,2.6205521849999998,2.6398068867753866,0.0001,2.5996030364999996
229,758.0,2.59733,2.61845677,2.637236071494684,0.0001,2.5976430364999996
230,760.0,2.5947050000000003,2.61549486,2.6338104988887343,0.0001,2.5950180365
231,762.0,2.588255,2.6085065600000004,2.6263699841533144,0.0001,2.5885680365
232,764.0,2.58144,2.6012876250000003,2.618709999639494,0.0001,2.5817530365
233,766.0,2.574255,2.59322871,2.610220924676969,0.0001,2.5745680364999997
234,768.0,2.5235700000000003,2.5416027000000003,2.5581753754017615,0.0001,2.5238830365
235,770.0,2.484075,2.50116669,2.5173301845881655,0.0001,2.4843880364999995
236,772.0,2.45524,2.471122055,2.4868864714848544,0.0001,2.4555530364999996
237,774.0,2.42678,2.4413180899999998,2.456693281655021,0.0001,2.427093036499999
238,776.0,2.38786,2.4009869249999998,2.4159825018204777,0.0001,2.3881730364999987
239,778.0,2.33937,2.3506828050000004,2.3653081397095947,0.0001,2.3396830364999985
240,780.0,2.290955,2.300856675,2.315120908908999,0.0001,2.291268036499997
241,782.0,2.2420150000000003,2.2503040850000002,2.264216133718938,0.0001,2.2423280364999956
242,784.0,2.19226,2.198600775,2.212169334012201,0.0001,2.192573036499992
243,786.0,2.15084,2.15469518,2.167928730096541,0.0001,2.151153036499987
244,788.0,2.116775,2.1188155,2.13172231258048,0.0001,2.1170880364999807
245,790.0,2.082195,2.08235495,2.094943092242434,0.0001,2.082508036499972
246,792.0,2.0494049999999997,2.0475499999999998,2.059827339903068,0.0001,2.04971803649996
247,794.0,2.017935,2.01359367,2.0255678813008036,0.0001,2.018248036499944
248,796.0,2.00913,2.0029744099999998,2.014652976970395,0.0001,2.0094430364999383
249,798.0,1.99987,1.99163135,2.0030215721245135,0.0001,2.0001830364999322
250,800.0,1.989665,1.97934315,1.9904521465382423,0.0001,1.9899780364999242
251,802.0,1.9953400000000001,1.98266615,1.9935008644364363,0.0001,1.995653036499929
252,804.0,2.000125,1.9856363650000002,1.996203569383853,0.0001,2.0004380364999323
253,806.0,2.02209,2.0056521099999998,2.0159584091780003,0.0001,2.022403036499947
254,808.0,2.06161,2.042752665,2.052804500744634,0.0001,2.061923036499965
255,810.0,2.10753,2.086924765,2.096728420035822,0.0001,2.107843036499979
256,812.0,2.15962,2.13719963,2.1467612319305434,0.0001,2.1599330364999876
257,814.0,2.21245,2.18908757,2.1984130951377283,0.0001,2.212763036499993
258,816.0,2.28661,2.261902555,2.2709978321016955,0.0001,2.286923036499997
259,818.0,2.38231,2.356727695,2.3655984089099285,0.0001,2.3826230364999987
260,820.0,2.47742,2.45069421,2.459345905203121,0.0001,2.4777330364999997
261,822.0,2.6165499999999997,2.587740555,2.5961786390874515,0.0001,2.6168630364999994
262,824.0,2.7527999999999997,2.7211009899999996,2.7293307370490196,0.0001,2.7531130365
263,826.0,2.8465900000000004,2.8098523200000005,2.8178788738703955,0.0001,2.8469030365000005
264,828.0,2.937725,2.8952099049999998,2.9030382825492254,0.0001,2.9380380365
265,830.0,3.030335,2.983452815,2.99108790921886,0.0001,3.0306480365
266,832.0,3.1158550000000003,3.0705828850000003,3.0780294680709246,0.0001,3.1161680365000004
267,834.0,3.2065550000000003,3.1682657350000003,3.175528461279815,0.0001,3.2068680365000004
268,836.0,3.3017450000000004,3.2729234450000004,3.2800068539290526,0.0001,3.3020580365000005
269,838.0,3.45975,3.439455915,3.4463644339394546,0.0001,3.4600630365000002
270,840.0,3.618275,3.6048966,3.6116345469990856,0.0001,3.6185880365000003
271,842.0,3.7510149999999998,3.7424703449999996,3.7490419314949293,0.0001,3.7513280365
272,844.0,3.88398,3.87838861,3.8847979434462565,0.0001,3.8842930365000004
273,846.0,4.037795,4.03381368,4.040064766439628,0.0001,4.0381080365
274,848.0,4.210979999999999,4.208137999999999,4.2142347465655146,0.0001,4.211293036499999
275,850.0,4.35206,4.3486125,4.354558717356472,0.0001,4.3523730364999995
276,852.0,4.45766,4.454076629999999,4.459876034726841,0.0001,4.457973036499999
277,854.0,4.562745,4.55868997,4.564346186913952,0.0001,4.563058036499999
278,856.0,4.68369,4.678155940000001,4.683672504420762,0.0001,4.6840030365
279,858.0,4.819065,4.81218624,4.81756659995991,0.0001,4.8193780365
280,860.0,4.93251,4.92929,4.934537518399181,0.0001,4.932823036499999
281,862.0,5.022200000000001,5.012262275,5.017380231708273,0.0001,5.0225130365
282,864.0,5.111689999999999,5.098997249999999,5.103988843906909,0.0001,5.112003036499999
283,866.0,5.2011449999999995,5.185227139999999,5.190095491014229,0.0001,5.201458036499999
284,868.0,5.289985,5.2706405,5.275388650999411,0.0001,5.290298036499999
285,870.0,5.37952,5.3564802700000005,5.361111188733534,0.0001,5.3798330365
286,872.0,5.47654,5.44926772,5.453784300942613,0.0001,5.4768530365
287,874.0,5.58174,5.550033745,5.554438811161809,0.0001,5.5820530365
288,876.0,5.68129,5.644746779999999,5.649043084690752,0.0001,5.681603036499999
289,878.0,5.7754,5.73388552,5.738075748549985,0.0001,5.7757130365
290,880.0,5.8588249999999995,5.812137764999999,5.8162245364384635,0.0001,5.859138036499999
291,882.0,5.9327700000000005,5.881111505000001,5.885097373692129,0.0001,5.9330830365
292,884.0,6.00642,5.9499245400000005,5.953811997243476,0.0001,6.0067330365
293,886.0,6.095574999999999,6.034511234999999,6.038302710582148,0.0001,6.095888036499999
294,888.0,6.201225,6.135592965,6.139290828716483,0.0001,6.2015380365
295,890.0,6.29716,6.2268924949999995,6.230499058136015,0.0001,6.2974730365
296,892.0,6.38408,6.309445685,6.312963201774912,0.0001,6.3843930365
297,894.0,6.470210000000001,6.39174616,6.395176828976298,0.0001,6.4705230365
298,896.0,6.57294,6.490780965,6.494126930457472,0.0001,6.5732530365
299,898.0,6.692464999999999,6.606946559999999,6.610209913275975,0.0001,6.692778036499999
300,900.0,6.81081,6.723073855,6.72625663579651,0.0001,6.8111230365
301,902.0,6.92349,6.8331332300000005,6.8362374276586495,0.0001,6.9238030365
302,904.0,7.03509,6.942918515000001,6.945946069745377,0.0001,7.0354030365
303,906.0,7.14551,7.050852185,7.053804989152374,0.0001,7.1458230364999995
304,908.0,7.49935,7.4026760099999995,7.405555909158088,0.0001,7.499663036499999
305,910.0,7.8516200000000005,7.752728340000001,7.755537134194526,0.0001,7.8519330365
306,912.0,8.506865000000001,8.405084125000002,8.40782356981877,0.0001,8.507178036500001
307,914.0,9.160435,9.055832075,9.0585038826852,0.0001,9.1607480365
308,916.0,9.855820000000001,9.747992140000001,9.750597980518409,0.0001,9.856133036500001
309,918.0,10.54639,10.434867225000001,10.43740872708677,0.0001,10.5467030365
310,920.0,11.23321,11.11725381,11.119732562176665,0.0001,11.2335230365
311,922.0,12.43487,12.313875875,12.316293426567364,0.0001,12.4351830365
312,924.0,13.60612,13.47914749,13.481505352006492,0.0001,13.6064330365
313,926.0,15.20516,15.071738985,15.074038631186125,0.0001,15.205473036499999
314,928.0,17.207925,17.068324245,17.070567112719484,0.0001,17.2082380365
315,930.0,19.06293,18.929031830000003,18.931219321118185,0.0001,19.0632430365
316,932.0,20.7672,20.611308179999998,20.613441661770036,0.0001,20.7675130365
317,934.0,22.482300000000002,22.319797310000002,22.321878115917453,0.0001,22.482613036500002
318,936.0,24.348995,24.189405044999997,24.191434475636292,0.0001,24.3493080365
319,938.0,26.378104999999998,26.203844269999998,26.20582359381535,0.0001,26.378418036499998
320,940.0,28.41017,28.23442632,28.23635677413623,0.0001,28.4104830365
