station,wavelength,measured_reflectance_percent
C5016000,559,NA
C5016000,590,NA
C5016000,619,NA
C5016000,665,NA
C5016000,683,NA
C5016000,705,NA
C5016000,779,NA
C5016000,866,NA
C5017000,411,NA
C5017000,443,NA
C5017000,456,NA
C5017000,490,NA
C5017000,509,NA
C5017000,532,NA
C5017000,556,NA
C5017000,559,NA
C5017000,590,NA
C5017000,619,NA
C5017000,665,NA
C5017000,683,NA
C5017000,705,NA
C5017000,779,NA
C5017000,866,NA
C5018000,411,0.009618
C5018000,443,0.013424
C5018000,456,0.01473
C5018000,490,0.018736
C5018000,509,NA
C5018000,532,0.028464
C5018000,556,NA
C5018000,559,0.037499
C5018000,590,NA
C5018000,619,0.020931
C5018000,665,0.00812
C5018000,683,0.008781
C5018000,705,0.011722999999999999
C5018000,779,NA
C5018000,866,NA
C5019000,411,NA
C5019000,443,NA
C5019000,456,NA
C5019000,490,NA
C5019000,509,NA
C5019000,532,NA
C5019000,556,NA
C5019000,559,NA
C5019000,590,NA
C5019000,619,NA
C5019000,665,NA
C5019000,683,NA
C5019000,705,NA
C5019000,779,NA
C5019000,866,NA
C5020000,411,NA
C5020000,443,NA
C5020000,456,NA
C5020000,490,NA
C5020000,509,NA
C5020000,532,NA
C5020000,556,NA
C5020000,559,NA
C5020000,590,NA
C5020000,619,NA
C5020000,665,NA
C5020000,683,NA
C5020000,705,NA
C5020000,779,NA
C5020000,866,NA
C5021000,411,NA
C5021000,443,NA
C5021000,456,NA
C5021000,490,NA
C5021000,509,NA
C5021000,532,NA
C5021000,556,NA
C5021000,559,NA
C5021000,590,NA
C5021000,619,NA
C5021000,665,NA
C5021000,683,NA
C5021000,705,NA
C5021000,779,NA
C5021000,866,NA
C5022000,411,0.008464000000000001
C5022000,443,0.009000000000000001
C5022000,456,0.009721
C5022000,490,0.011403000000000002
C5022000,509,NA
C5022000,532,0.013721
C5022000,556,NA
C5022000,559,0.0149
C5022000,590,NA
C5022000,619,0.0045390000000000005
C5022000,665,0.0027800000000000004
C5022000,683,0.004606
C5022000,705,0.002133
C5022000,779,NA
C5022000,866,NA
C5023000,411,NA
C5023000,443,NA
C5023000,456,NA
C5023000,490,NA
C5023000,509,NA
C5023000,532,NA
C5023000,556,NA
C5023000,559,NA
C5023000,590,NA
C5023000,619,NA
C5023000,665,NA
C5023000,683,NA
C5023000,705,NA
C5023000,779,NA
C5023000,866,NA
C5024000,411,0.077931
C5024000,443,0.10883100000000001
C5024000,456,0.130471
C5024000,490,0.178566
C5024000,509,NA
C5024000,532,0.207674
C5024000,556,NA
C5024000,559,0.182483
C5024000,590,NA
C5024000,619,0.066397
C5024000,665,0.041815
C5024000,683,0.040263999999999994
C5024000,705,0.023292999999999998
C5024000,779,NA
C5024000,866,NA
C5025000,411,0.09396
C5025000,443,0.147761
C5025000,456,0.17961
C5025000,490,0.21551700000000001
C5025000,509,NA
C5025000,532,0.22230799999999998
C5025000,556,NA
C5025000,559,0.258704
C5025000,590,NA
C5025000,619,0.053993
C5025000,665,0.054024
C5025000,683,0.034526
C5025000,705,0.015928
C5025000,779,NA
C5025000,866,NA
C5026000,411,0.070474
C5026000,443,0.096822
C5026000,456,0.11231
C5026000,490,0.142628
C5026000,509,NA
C5026000,532,0.165335
C5026000,556,NA
C5026000,559,0.150666
C5026000,590,NA
C5026000,619,0.068559
C5026000,665,0.043345
C5026000,683,0.041037
C5026000,705,0.027410999999999998
C5026000,779,NA
C5026000,866,NA
C5027000,411,0.10007899999999999
C5027000,443,0.136432
C5027000,456,0.155403
C5027000,490,0.19732
C5027000,509,NA
C5027000,532,0.238455
C5027000,556,NA
C5027000,559,0.224173
C5027000,590,NA
C5027000,619,0.131239
C5027000,665,0.092849
C5027000,683,0.08448499999999999
C5027000,705,0.056436
C5027000,779,NA
C5027000,866,NA
C5028000,411,0.07545600000000001
C5028000,443,0.101212
C5028000,456,0.132793
C5028000,490,0.16634899999999997
C5028000,509,NA
C5028000,532,0.21983799999999998
C5028000,556,NA
C5028000,559,0.220729
C5028000,590,NA
C5028000,619,0.157739
C5028000,665,0.11776999999999999
C5028000,683,0.121778
C5028000,705,0.095756
C5028000,779,NA
C5028000,866,NA
C5029000,411,NA
C5029000,443,NA
C5029000,456,NA
C5029000,490,NA
C5029000,509,NA
C5029000,532,NA
C5029000,556,NA
C5029000,559,NA
C5029000,590,NA
C5029000,619,NA
C5029000,665,NA
C5029000,683,NA
C5029000,705,NA
C5029000,779,NA
C5029000,866,NA
C5030000,411,0.034433
C5030000,443,0.037232
C5030000,456,0.041026
C5030000,490,0.046583
C5030000,509,NA
C5030000,532,0.074608
C5030000,556,NA
C5030000,559,0.08942299999999999
C5030000,590,NA
C5030000,619,0.039823
C5030000,665,0.021803
C5030000,683,0.015736
C5030000,705,0.011188
C5030000,779,NA
C5030000,866,NA
C5031000,411,0.025237
C5031000,443,0.03234
C5031000,456,0.04113000000000001
C5031000,490,0.039662
C5031000,509,NA
C5031000,532,0.057672999999999995
C5031000,556,NA
C5031000,559,0.058273
C5031000,590,NA
C5031000,619,0.023621
C5031000,665,0.007967
C5031000,683,0.00737
C5031000,705,0.0062109999999999995
C5031000,779,NA
C5031000,866,NA
C5032000,411,NA
C5032000,443,NA
C5032000,456,NA
C5032000,490,NA
C5032000,509,NA
C5032000,532,NA
C5032000,556,NA
C5032000,559,NA
C5032000,590,NA
C5032000,619,NA
C5032000,665,NA
C5032000,683,NA
C5032000,705,NA
C5032000,779,NA
C5032000,866,NA
C5033000,411,0.009503000000000001
C5033000,443,0.010029999999999999
C5033000,456,0.011167
C5033000,490,0.016429
C5033000,509,NA
C5033000,532,0.035428
C5033000,556,NA
C5033000,559,0.056011
C5033000,590,NA
C5033000,619,0.028105
C5033000,665,0.016742
C5033000,683,0.028924
C5033000,705,0.01755
C5033000,779,NA
C5033000,866,NA
C5034000,411,NA
C5034000,443,NA
C5034000,456,NA
C5034000,490,NA
C5034000,509,NA
C5034000,532,NA
C5034000,556,NA
C5034000,559,NA
C5034000,590,NA
C5034000,619,NA
C5034000,665,NA
C5034000,683,NA
C5034000,705,NA
C5034000,779,NA
C5034000,866,NA
C5035000,411,0.010019
C5035000,443,0.014389
C5035000,456,0.016246
C5035000,490,0.020798
C5035000,509,NA
C5035000,532,0.035234
C5035000,556,NA
C5035000,559,0.047148
C5035000,590,NA
C5035000,619,0.020434
C5035000,665,0.010156
C5035000,683,0.01061
C5035000,705,0.007279
C5035000,779,NA
C5035000,866,NA
C5036000,411,0.02255
C5036000,443,0.030348
C5036000,456,0.03349
C5036000,490,0.042942999999999995
C5036000,509,NA
C5036000,532,0.066046
C5036000,556,NA
C5036000,559,0.074429
C5036000,590,NA
C5036000,619,0.035209000000000004
C5036000,665,0.021348
C5036000,683,0.024177
C5036000,705,0.013895999999999999
C5036000,779,NA
C5036000,866,NA
C5037000,411,0.019762
C5037000,443,0.020682999999999997
C5037000,456,0.02574
C5037000,490,0.041562999999999996
C5037000,509,NA
C5037000,532,0.076628
C5037000,556,NA
C5037000,559,0.090528
C5037000,590,NA
C5037000,619,0.054188
C5037000,665,0.029265
C5037000,683,0.033826
C5037000,705,0.024066999999999998
C5037000,779,NA
C5037000,866,NA
C5038000,411,0.033125
C5038000,443,0.041948
C5038000,456,0.04917
C5038000,490,0.076164
C5038000,509,NA
C5038000,532,0.11500400000000001
C5038000,556,NA
C5038000,559,0.127257
C5038000,590,NA
C5038000,619,0.07203
C5038000,665,0.038851
C5038000,683,0.044637
C5038000,705,0.023716
C5038000,779,NA
C5038000,866,NA
C5039000,411,NA
C5039000,443,NA
C5039000,456,NA
C5039000,490,NA
C5039000,509,NA
C5039000,532,NA
C5039000,556,NA
C5039000,559,NA
C5039000,590,NA
C5039000,619,NA
C5039000,665,NA
C5039000,683,NA
C5039000,705,NA
C5039000,779,NA
C5039000,866,NA
C5040000,411,0.029346999999999998
C5040000,443,0.025249
C5040000,456,0.038685
C5040000,490,0.049309000000000006
C5040000,509,NA
C5040000,532,0.069611
C5040000,556,NA
C5040000,559,0.073179
C5040000,590,NA
C5040000,619,0.02793
C5040000,665,0.018272999999999998
C5040000,683,0.014799
C5040000,705,0.009822
C5040000,779,NA
C5040000,866,NA
C5041000,411,0.033613
C5041000,443,0.037545
C5041000,456,0.041441
C5041000,490,0.049574
C5041000,509,NA
C5041000,532,0.065243
C5041000,556,NA
C5041000,559,0.068294
C5041000,590,NA
C5041000,619,0.021842999999999998
C5041000,665,0.012754000000000001
C5041000,683,0.011624
C5041000,705,0.007861
C5041000,779,NA
C5041000,866,NA
C5042000,411,0.035773
C5042000,443,0.039651
C5042000,456,0.046298000000000006
C5042000,490,0.059951
C5042000,509,NA
C5042000,532,0.087207
C5042000,556,NA
C5042000,559,0.09422000000000001
C5042000,590,NA
C5042000,619,0.049315
C5042000,665,0.030164
C5042000,683,0.028978999999999998
C5042000,705,0.022091
C5042000,779,NA
C5042000,866,NA
C5043000,411,0.028239
C5043000,443,0.030396
C5043000,456,0.033372
C5043000,490,0.044215
C5043000,509,NA
C5043000,532,0.07302800000000001
C5043000,556,NA
C5043000,559,0.076882
C5043000,590,NA
C5043000,619,0.041737
C5043000,665,0.023944999999999998
C5043000,683,0.025671
C5043000,705,0.018282
C5043000,779,NA
C5043000,866,NA
C5044000,411,NA
C5044000,443,NA
C5044000,456,NA
C5044000,490,NA
C5044000,509,NA
C5044000,532,NA
C5044000,556,NA
C5044000,559,NA
C5044000,590,NA
C5044000,619,NA
C5044000,665,NA
C5044000,683,NA
C5044000,705,NA
C5044000,779,NA
C5044000,866,NA
C5045000,411,NA
C5045000,443,NA
C5045000,456,NA
C5045000,490,NA
C5045000,509,NA
C5045000,532,NA
C5045000,556,NA
C5045000,559,NA
C5045000,590,NA
C5045000,619,NA
C5045000,665,NA
C5045000,683,NA
C5045000,705,NA
C5045000,779,NA
C5045000,866,NA
C5046000,411,0.011405
C5046000,443,0.015138
C5046000,456,0.017142
C5046000,490,0.021884999999999998
C5046000,509,NA
C5046000,532,0.026602
C5046000,556,NA
C5046000,559,0.025501999999999997
C5046000,590,NA
C5046000,619,0.010077000000000001
C5046000,665,0.006814
C5046000,683,0.005914
C5046000,705,0.002788
C5046000,779,NA
C5046000,866,NA
C5047000,411,NA
C5047000,443,NA
C5047000,456,NA
C5047000,490,NA
C5047000,509,NA
C5047000,532,NA
C5047000,556,NA
C5047000,559,NA
C5047000,590,NA
C5047000,619,NA
C5047000,665,NA
C5047000,683,NA
C5047000,705,NA
C5047000,779,NA
C5047000,866,NA
C5048000,411,NA
C5048000,443,NA
C5048000,456,NA
C5048000,490,NA
C5048000,509,NA
C5048000,532,NA
C5048000,556,NA
C5048000,559,NA
C5048000,590,NA
C5048000,619,NA
C5048000,665,NA
C5048000,683,NA
C5048000,705,NA
C5048000,779,NA
C5048000,866,NA
C5049000,411,0.008381999999999999
C5049000,443,0.011415999999999999
C5049000,456,0.013361000000000001
C5049000,490,0.018942
C5049000,509,NA
C5049000,532,0.022872
C5049000,556,NA
C5049000,559,0.021831999999999997
C5049000,590,NA
C5049000,619,0.006437000000000001
C5049000,665,0.004003
C5049000,683,0.003882
C5049000,705,0.002069
C5049000,779,NA
C5049000,866,NA
C5050000,411,0.013506
C5050000,443,0.01897
C5050000,456,0.02223
C5050000,490,0.030480999999999998
C5050000,509,NA
C5050000,532,0.035604
C5050000,556,NA
C5050000,559,0.030753
C5050000,590,NA
C5050000,619,0.009825
C5050000,665,0.005672
C5050000,683,0.00549
C5050000,705,0.003188
C5050000,779,NA
C5050000,866,NA
C5051000,411,NA
C5051000,443,NA
C5051000,456,NA
C5051000,490,NA
C5051000,509,NA
C5051000,532,NA
C5051000,556,NA
C5051000,559,NA
C5051000,590,NA
C5051000,619,NA
C5051000,665,NA
C5051000,683,NA
C5051000,705,NA
C5051000,779,NA
C5051000,866,NA
C5052000,411,NA
C5052000,443,NA
C5052000,456,NA
C5052000,490,NA
C5052000,509,NA
C5052000,532,NA
C5052000,556,NA
C5052000,559,NA
C5052000,590,NA
C5052000,619,NA
C5052000,665,NA
C5052000,683,NA
C5052000,705,NA
C5052000,779,NA
C5052000,866,NA
C5053000,411,NA
C5053000,443,NA
C5053000,456,NA
C5053000,490,NA
C5053000,509,NA
C5053000,532,NA
C5053000,556,NA
C5053000,559,NA
C5053000,590,NA
C5053000,619,NA
C5053000,665,NA
C5053000,683,NA
C5053000,705,NA
C5053000,779,NA
C5053000,866,NA
C5054000,411,NA
C5054000,443,NA
C5054000,456,NA
C5054000,490,NA
C5054000,509,NA
C5054000,532,NA
C5054000,556,NA
C5054000,559,NA
C5054000,590,NA
C5054000,619,NA
C5054000,665,NA
C5054000,683,NA
C5054000,705,NA
C5054000,779,NA
C5054000,866,NA
C5055000,411,NA
C5055000,443,NA
C5055000,456,NA
C5055000,490,NA
C5055000,509,NA
C5055000,532,NA
C5055000,556,NA
C5055000,559,NA
C5055000,590,NA
C5055000,619,NA
C5055000,665,NA
C5055000,683,NA
C5055000,705,NA
C5055000,779,NA
C5055000,866,NA
C5056000,411,NA
C5056000,443,NA
C5056000,456,NA
C5056000,490,NA
C5056000,509,NA
C5056000,532,NA
C5056000,556,NA
C5056000,559,NA
C5056000,590,NA
C5056000,619,NA
C5056000,665,NA
C5056000,683,NA
C5056000,705,NA
C5056000,779,NA
C5056000,866,NA
C5057000,411,NA
C5057000,443,NA
C5057000,456,NA
C5057000,490,NA
C5057000,509,NA
C5057000,532,NA
C5057000,556,NA
C5057000,559,NA
C5057000,590,NA
C5057000,619,NA
C5057000,665,NA
C5057000,683,NA
C5057000,705,NA
C5057000,779,NA
C5057000,866,NA
C5058000,411,NA
C5058000,443,NA
C5058000,456,NA
C5058000,490,NA
C5058000,509,NA
C5058000,532,NA
C5058000,556,NA
C5058000,559,NA
C5058000,590,NA
C5058000,619,NA
C5058000,665,NA
C5058000,683,NA
C5058000,705,NA
C5058000,779,NA
C5058000,866,NA
C5059000,411,NA
C5059000,443,NA
C5059000,456,NA
C5059000,490,NA
C5059000,509,NA
C5059000,532,NA
C5059000,556,NA
C5059000,559,NA
C5059000,590,NA
C5059000,619,NA
C5059000,665,NA
C5059000,683,NA
C5059000,705,NA
C5059000,779,NA
C5059000,866,NA
C5060000,411,NA
C5060000,443,NA
C5060000,456,NA
C5060000,490,NA
C5060000,509,NA
C5060000,532,NA
C5060000,556,NA
C5060000,559,NA
C5060000,590,NA
C5060000,619,NA
C5060000,665,NA
C5060000,683,NA
C5060000,705,NA
C5060000,779,NA
C5060000,866,NA
C6001000,411,0.024163
C6001000,443,0.029695999999999997
C6001000,456,0.038176999999999996
C6001000,490,0.049607
C6001000,509,0.050103999999999996
C6001000,532,0.051527
C6001000,556,NA
C6001000,559,0.048053
C6001000,590,NA
C6001000,619,0.013755
C6001000,665,0.007342
C6001000,683,0.007906999999999999
C6001000,705,0.003478
C6001000,779,NA
C6001000,866,NA
C6002000,411,0.040972
C6002000,443,0.04902599999999999
C6002000,456,0.063255
C6002000,490,0.085861
C6002000,509,0.091288
C6002000,532,0.09319699999999999
C6002000,556,NA
C6002000,559,0.087846
C6002000,590,NA
C6002000,619,0.029951
C6002000,665,0.017417000000000002
C6002000,683,0.019541
C6002000,705,0.010576
C6002000,779,NA
C6002000,866,NA
C6003000,411,0.025522
C6003000,443,0.031356
C6003000,456,0.041204
C6003000,490,0.056092
C6003000,509,0.055226
C6003000,532,0.052422
C6003000,556,NA
C6003000,559,0.0481
C6003000,590,NA
C6003000,619,0.012322999999999999
C6003000,665,0.008082
C6003000,683,0.009404000000000001
C6003000,705,0.00454
C6003000,779,NA
C6003000,866,NA
C6005000,411,0.032095
C6005000,443,0.042567
C6005000,456,0.055243
C6005000,490,0.075862
C6005000,509,0.077551
C6005000,532,0.081882
C6005000,556,NA
C6005000,559,0.080658
C6005000,590,NA
C6005000,619,0.024735
C6005000,665,0.014926
C6005000,683,0.015526
C6005000,705,0.008713
C6005000,779,NA
C6005000,866,NA
C6006000,411,NA
C6006000,443,NA
C6006000,456,NA
C6006000,490,NA
C6006000,509,NA
C6006000,532,NA
C6006000,556,NA
C6006000,559,NA
C6006000,590,NA
C6006000,619,NA
C6006000,665,NA
C6006000,683,NA
C6006000,705,NA
C6006000,779,NA
C6006000,866,NA
C6007000,411,0.036382
C6007000,443,0.041848
C6007000,456,0.055433
C6007000,490,0.07696
C6007000,509,0.08108900000000001
C6007000,532,0.09063
C6007000,556,NA
C6007000,559,0.09609400000000001
C6007000,590,NA
C6007000,619,0.030587
C6007000,665,0.018532
C6007000,683,0.022115999999999997
C6007000,705,0.010655
C6007000,779,0.0017000000000000001
C6007000,866,NA
C6008000,411,0.013330999999999999
C6008000,443,0.015836
C6008000,456,0.020223
C6008000,490,0.026109
C6008000,509,0.025063
C6008000,532,0.024458
C6008000,556,NA
C6008000,559,0.020617999999999997
C6008000,590,NA
C6008000,619,0.005607999999999999
C6008000,665,0.0036249999999999998
C6008000,683,0.003938
C6008000,705,0.002195
C6008000,779,3.69e-4
C6008000,866,1.06e-4
C6009000,411,0.014986999999999999
C6009000,443,0.018029
C6009000,456,0.021381
C6009000,490,0.026427999999999997
C6009000,509,0.02798
C6009000,532,0.027996
C6009000,556,NA
C6009000,559,0.023279
C6009000,590,NA
C6009000,619,0.0060360000000000006
C6009000,665,0.003503
C6009000,683,0.003958
C6009000,705,0.002353
C6009000,779,0.002341
C6009000,866,NA
C6010000,411,0.014556
C6010000,443,0.017084
C6010000,456,0.021721
C6010000,490,0.0276
C6010000,509,0.0255
C6010000,532,0.023456
C6010000,556,NA
C6010000,559,0.019693000000000002
C6010000,590,NA
C6010000,619,0.004275999999999999
C6010000,665,0.0027189999999999996
C6010000,683,0.003106
C6010000,705,0.0015890000000000001
C6010000,779,NA
C6010000,866,NA
C6011000,411,0.0146
C6011000,443,0.01742
C6011000,456,0.022642000000000002
C6011000,490,0.030525000000000004
C6011000,509,0.032508
C6011000,532,0.032536
C6011000,556,NA
C6011000,559,0.028312
C6011000,590,NA
C6011000,619,0.006247
C6011000,665,0.003849
C6011000,683,0.004573
C6011000,705,0.0024679999999999997
C6011000,779,NA
C6011000,866,NA
C6012000,411,0.016252
C6012000,443,0.019291
C6012000,456,0.024752
C6012000,490,0.031672
C6012000,509,0.032058
C6012000,532,0.034876
C6012000,556,NA
C6012000,559,0.03143
C6012000,590,NA
C6012000,619,0.007822
C6012000,665,0.0049
C6012000,683,0.005254
C6012000,705,0.0026690000000000004
C6012000,779,4.3999999999999996e-4
C6012000,866,1.37e-4
C6013000,411,0.014280999999999999
C6013000,443,0.017861000000000002
C6013000,456,0.023157999999999998
C6013000,490,0.031252
C6013000,509,0.033738000000000004
C6013000,532,0.033757
C6013000,556,NA
C6013000,559,0.029212
C6013000,590,NA
C6013000,619,0.008716
C6013000,665,0.005351
C6013000,683,0.0057940000000000005
C6013000,705,0.003237
C6013000,779,NA
C6013000,866,NA
C6014000,411,0.015250999999999999
C6014000,443,0.019432
C6014000,456,0.025906
C6014000,490,0.036474
C6014000,509,0.038162
C6014000,532,0.042313
C6014000,556,NA
C6014000,559,0.041114
C6014000,590,NA
C6014000,619,0.014145000000000001
C6014000,665,0.008159999999999999
C6014000,683,0.008649
C6014000,705,0.005209
C6014000,779,NA
C6014000,866,NA
C6015000,411,0.017304
C6015000,443,0.021256
C6015000,456,0.027504
C6015000,490,0.036112000000000005
C6015000,509,0.033672
C6015000,532,0.031619
C6015000,556,NA
C6015000,559,0.025376
C6015000,590,NA
C6015000,619,0.006757999999999999
C6015000,665,0.004068
C6015000,683,0.004425
C6015000,705,0.0024720000000000002
C6015000,779,4.58e-4
C6015000,866,1.4099999999999998e-4
C6016000,411,0.01787
C6016000,443,0.02166
C6016000,456,0.027816
C6016000,490,0.035471
C6016000,509,0.034272
C6016000,532,0.034273
C6016000,556,NA
C6016000,559,0.028700999999999997
C6016000,590,NA
C6016000,619,0.007352999999999999
C6016000,665,0.004327
C6016000,683,0.004595
C6016000,705,0.002483
C6016000,779,0.002465
C6016000,866,NA
C6017000,411,0.013975
C6017000,443,0.015797000000000002
C6017000,456,0.019713
C6017000,490,0.023008
C6017000,509,0.022094
C6017000,532,0.024083999999999998
C6017000,556,NA
C6017000,559,0.02045
C6017000,590,NA
C6017000,619,0.0038150000000000002
C6017000,665,0.0022400000000000002
C6017000,683,0.002516
C6017000,705,0.001349
C6017000,779,NA
C6017000,866,NA
C6018000,411,0.014676
C6018000,443,0.016047
C6018000,456,0.019803
C6018000,490,0.023466
C6018000,509,0.024820000000000002
C6018000,532,0.027206
C6018000,556,NA
C6018000,559,0.022203
C6018000,590,NA
C6018000,619,0.004364
C6018000,665,0.0026969999999999997
C6018000,683,0.003232
C6018000,705,0.001603
C6018000,779,NA
C6018000,866,NA
C6019000,411,0.01558
C6019000,443,0.016935
C6019000,456,0.021359
C6019000,490,0.025273
C6019000,509,0.027736999999999998
C6019000,532,0.029472
C6019000,556,NA
C6019000,559,0.024378
C6019000,590,NA
C6019000,619,0.0054139999999999995
C6019000,665,0.0034899999999999996
C6019000,683,0.005364
C6019000,705,0.002172
C6019000,779,NA
C6019000,866,NA
C6020000,411,0.01534
C6020000,443,0.016783
C6020000,456,0.021167
C6020000,490,0.026694
C6020000,509,0.026382
C6020000,532,0.026393
C6020000,556,NA
C6020000,559,0.022941
C6020000,590,NA
C6020000,619,0.005677
C6020000,665,0.0035809999999999995
C6020000,683,0.004552
C6020000,705,0.0018440000000000002
C6020000,779,NA
C6020000,866,NA
C6021000,411,0.014472
C6021000,443,0.0169
C6021000,456,0.021781000000000002
C6021000,490,0.02735
C6021000,509,0.027294
C6021000,532,0.027925
C6021000,556,NA
C6021000,559,0.024622
C6021000,590,NA
C6021000,619,0.0069
C6021000,665,0.004038
C6021000,683,0.004622
C6021000,705,0.002212
C6021000,779,NA
C6021000,866,NA
C6022000,411,0.014197
C6022000,443,0.015807
C6022000,456,0.020321
C6022000,490,0.026583000000000002
C6022000,509,0.027705
C6022000,532,0.029026
C6022000,556,NA
C6022000,559,0.027675
C6022000,590,NA
C6022000,619,0.006713
C6022000,665,0.004749
C6022000,683,0.007178
C6022000,705,0.002756
C6022000,779,NA
C6022000,866,NA
C6023000,411,0.015809
C6023000,443,0.017803
C6023000,456,0.022972000000000003
C6023000,490,0.035294
C6023000,509,0.035398
C6023000,532,0.036437
C6023000,556,NA
C6023000,559,0.033463
C6023000,590,NA
C6023000,619,0.008801
C6023000,665,0.006265
C6023000,683,0.00993
C6023000,705,0.0037099999999999998
C6023000,779,NA
C6023000,866,NA
C6024000,411,0.014057
C6024000,443,0.014862
C6024000,456,0.019001
C6024000,490,0.02633
C6024000,509,0.027774999999999998
C6024000,532,0.02913
C6024000,556,NA
C6024000,559,0.027452999999999998
C6024000,590,NA
C6024000,619,0.006916
C6024000,665,0.004449
C6024000,683,0.006933
C6024000,705,0.0030620000000000005
C6024000,779,8.359999999999999e-4
C6024000,866,3.34e-4
C6025000,411,0.019589000000000002
C6025000,443,0.021734
C6025000,456,0.028026
C6025000,490,0.037356
C6025000,509,0.038546
C6025000,532,0.039676
C6025000,556,NA
C6025000,559,0.036865
C6025000,590,NA
C6025000,619,0.009582
C6025000,665,0.006309
C6025000,683,0.007292
C6025000,705,0.003656
C6025000,779,NA
C6025000,866,NA
C6026000,411,0.021652
C6026000,443,0.02749
C6026000,456,0.036522
C6026000,490,0.049659
C6026000,509,0.049596999999999995
C6026000,532,0.051234
C6026000,556,NA
C6026000,559,0.046179
C6026000,590,NA
C6026000,619,0.015646
C6026000,665,0.009732
C6026000,683,0.010981000000000001
C6026000,705,0.006014
C6026000,779,NA
C6026000,866,NA
C6027000,411,0.022525
C6027000,443,0.029146000000000002
C6027000,456,0.038668
C6027000,490,0.051785
C6027000,509,0.049551
C6027000,532,0.051396
C6027000,556,NA
C6027000,559,0.048572
C6027000,590,NA
C6027000,619,0.015345
C6027000,665,0.011254
C6027000,683,0.011126
C6027000,705,0.006081
C6027000,779,NA
C6027000,866,2.48e-4
C6028000,411,0.033656
C6028000,443,0.041698000000000006
C6028000,456,0.054305000000000006
C6028000,490,0.071387
C6028000,509,0.072827
C6028000,532,0.079276
C6028000,556,NA
C6028000,559,0.07824099999999999
C6028000,590,NA
C6028000,619,0.0282
C6028000,665,0.018638
C6028000,683,0.019305000000000003
C6028000,705,0.010982
C6028000,779,0.002101
C6028000,866,7.37e-4
C6029000,411,0.027184
C6029000,443,0.034787
C6029000,456,0.045523
C6029000,490,0.060274999999999995
C6029000,509,0.06718600000000001
C6029000,532,0.076479
C6029000,556,NA
C6029000,559,0.079468
C6029000,590,NA
C6029000,619,0.025934
C6029000,665,0.016233
C6029000,683,0.016704
C6029000,705,0.009724
C6029000,779,NA
C6029000,866,NA
C6030000,411,0.032205
C6030000,443,0.044678
C6030000,456,0.05739
C6030000,490,0.077796
C6030000,509,0.07702099999999999
C6030000,532,0.085631
C6030000,556,NA
C6030000,559,0.089397
C6030000,590,NA
C6030000,619,0.040895
C6030000,665,0.026027
C6030000,683,0.02628
C6030000,705,0.016345000000000002
C6030000,779,NA
C6030000,866,NA
C6031000,411,NA
C6031000,443,NA
C6031000,456,NA
C6031000,490,NA
C6031000,509,NA
C6031000,532,NA
C6031000,556,NA
C6031000,559,NA
C6031000,590,NA
C6031000,619,NA
C6031000,665,NA
C6031000,683,NA
C6031000,705,NA
C6031000,779,NA
C6031000,866,NA
C6032000,411,0.023096000000000002
C6032000,443,0.030125000000000002
C6032000,456,0.041361
C6032000,490,0.05733
C6032000,509,0.051136999999999995
C6032000,532,0.05003
C6032000,556,NA
C6032000,559,0.045801999999999995
C6032000,590,NA
C6032000,619,0.011932
C6032000,665,0.007975
C6032000,683,0.008334000000000001
C6032000,705,0.003707
C6032000,779,NA
C6032000,866,NA
C6033000,411,0.02157
C6033000,443,0.028466
C6033000,456,0.038254
C6033000,490,0.051903
C6033000,509,0.047628000000000004
C6033000,532,0.045545999999999996
C6033000,556,NA
C6033000,559,0.040726000000000005
C6033000,590,NA
C6033000,619,0.009783
C6033000,665,0.0072109999999999995
C6033000,683,0.008016
C6033000,705,0.00333
C6033000,779,NA
C6033000,866,NA
C6034000,411,0.022006
C6034000,443,0.023700000000000002
C6034000,456,0.032044
C6034000,490,0.04457
C6034000,509,0.059493
C6034000,532,0.073719
C6034000,556,NA
C6034000,559,0.07552299999999999
C6034000,590,NA
C6034000,619,0.021921
C6034000,665,0.0146
C6034000,683,0.020641
C6034000,705,0.010963
C6034000,779,0.002205
C6034000,866,8.43e-4
C6035000,411,0.016682
C6035000,443,0.020257999999999998
C6035000,456,0.025833
C6035000,490,0.034336000000000005
C6035000,509,0.031661
C6035000,532,0.032347
C6035000,556,NA
C6035000,559,0.029367
C6035000,590,NA
C6035000,619,0.007685999999999999
C6035000,665,0.005286999999999999
C6035000,683,0.005876
C6035000,705,0.0033750000000000004
C6035000,779,0.001111
C6035000,866,NA
C6036000,411,0.022362000000000003
C6036000,443,0.030382
C6036000,456,0.039444
C6036000,490,0.053318000000000004
C6036000,509,0.051706
C6036000,532,0.052936
C6036000,556,NA
C6036000,559,0.046376
C6036000,590,NA
C6036000,619,0.009862
C6036000,665,0.006344
C6036000,683,0.0065639999999999995
C6036000,705,0.0035830000000000002
C6036000,779,NA
C6036000,866,NA
C6037000,411,0.028727999999999997
C6037000,443,0.036238
C6037000,456,0.047050999999999996
C6037000,490,0.064515
C6037000,509,0.061743
C6037000,532,0.062161999999999995
C6037000,556,NA
C6037000,559,0.053257000000000006
C6037000,590,NA
C6037000,619,0.013986
C6037000,665,0.008758
C6037000,683,0.009115
C6037000,705,0.005395
C6037000,779,NA
C6037000,866,NA
C6038000,411,0.025165000000000003
C6038000,443,0.031194000000000003
C6038000,456,0.039841
