station,wavelength,eu_w_m2_um,ed_w_m2_um,k_eu_m1,k_ed_m1
C4040000,532,16.868,917.049011,0.121,0.593
C4040000,559,10.525,899.768982,0.168,0.11
C4040000,619,2.876,840.224976,0.64,0.614
C4040000,665,1.721,774.624023,0.791,0.425
C4040000,683,1.954,747.630005,0.765,1.083
C4040000,705,0.807,666.341003,0.924,0.337
C4040000,779,NA,625.336975,NA,3.184
C4040000,866,NA,508.203003,NA,6.551
C4041000,411,24.691999,651.114014,0.033,0.056
C4041000,443,26.9,752.218994,0.025,0.013
C4041000,456,29.209,818.142029,0.022,0.001
C4041000,490,24.011,782.695984,0.02,0.054
C4041000,509,NA,798.210999,NA,0.024
C4041000,532,11.965,774.612,0.044,0.082
C4041000,559,7.173,754.987,0.065,0.037
C4041000,619,1.237,710.192993,0.323,0.374
C4041000,665,0.629,655.497986,0.39,0.513
C4041000,683,0.696,633.966003,0.326,0.569
C4041000,705,0.241,564.333984,0.333,0.831
C4041000,779,NA,532.257019,NA,3.248
C4041000,866,NA,429.640991,NA,5.164
C4042000,411,25.622999,604.606018,0.033,0.047
C4042000,443,27.781,702.06897,0.025,NA
C4042000,456,29.806,770.473022,0.024,0.013
C4042000,490,23.941,746.862,0.026,0.01
C4042000,509,NA,750.841003,NA,0.089
C4042000,532,11.157,734.265015,0.049,0.056
C4042000,559,6.486,719.416992,0.07,0.033
C4042000,619,1.134,679.843018,0.327,0.377
C4042000,665,0.571,643.112,0.415,0.396
C4042000,683,0.656,616.690979,0.372,0.488
C4042000,705,0.24,548.674011,0.422,0.777
C4042000,779,NA,519.674988,NA,3.37
C4042000,866,NA,422.416992,NA,7.152
C4044000,411,6.814,175.031006,0.052,0.085
C4044000,443,8.026,198.065994,0.04,0.073
C4044000,456,8.984,215.707993,0.037,0.071
C4044000,490,7.875,200.841003,0.033,0.064
C4044000,509,NA,203.311996,NA,0.081
C4044000,532,4.259,192.270004,0.06,0.095
C4044000,559,2.573,186.233002,0.078,0.107
C4044000,619,0.437,168.979996,0.355,0.377
C4044000,665,0.237,161.483994,0.417,0.508
C4044000,683,0.284,153.671997,0.374,0.562
C4044000,705,0.092,133.218002,0.374,0.855
C4044000,779,NA,126.924004,NA,2.808
C4044000,866,NA,105.172997,NA,5.276
C4045000,411,5.262,409.566986,0.512,0.555
C4045000,443,17.030001,449.950012,0.622,0.425
C4045000,456,23.392,484.05899,0.644,0.396
C4045000,490,33.112999,440.160004,0.705,0.349
C4045000,509,NA,453.718994,NA,0.341
C4045000,532,58.778,427.401001,0.965,0.317
C4045000,559,63.092999,414.806,1.097,0.318
C4045000,619,28.937,367.170013,1.492,0.603
C4045000,665,17.871,329.401001,1.643,0.765
C4045000,683,18.273001,311.571991,1.626,0.809
C4045000,705,6.266,274.309998,1.744,1.096
C4045000,779,NA,249.977005,NA,3.247
C4045000,866,NA,206.643005,NA,5.901
C4046000,411,20.309,769.940002,0.456,0.507
C4046000,443,46.368999,900.460022,0.367,0.383
C4046000,456,58.880001,987.416016,0.342,0.356
C4046000,490,71.550003,956.117981,0.289,0.313
C4046000,509,NA,961.372986,NA,0.304
C4046000,532,93.443001,941.770996,0.331,0.301
C4046000,559,82.656998,934.458984,0.354,0.296
C4046000,619,37.598999,871.382019,0.819,0.588
C4046000,665,23.899,814.866028,0.99,0.732
C4046000,683,26.808001,780.549011,1.021,0.772
C4046000,705,13.165,689.109985,1.333,1.072
C4046000,779,NA,650.512024,NA,3.627
C4046000,866,NA,530.71698,NA,5.365
C4047000,411,33.842999,712.018005,0.521,0.585
C4047000,443,55.941002,830.31897,0.443,0.471
C4047000,456,68.794998,901.166016,0.419,0.439
C4047000,490,82.705002,863.729004,0.381,0.37
C4047000,509,NA,885.810974,NA,0.344
C4047000,532,103.311996,859.039978,0.416,0.325
C4047000,559,91.68,843.81897,0.447,0.321
C4047000,619,38.056,785.038025,0.862,0.583
C4047000,665,22.671,714.129028,0.991,0.748
C4047000,683,25.862,692.013977,0.985,0.791
C4047000,705,12.351,615.338013,1.292,1.042
C4047000,779,NA,579.940979,NA,2.542
C4047000,866,NA,465.334991,NA,8.989
C4048000,411,4.643,654.252991,0.147,0.202
C4048000,443,10.387,761.127991,0.156,0.195
C4048000,456,14.054,829.598022,0.169,0.194
C4048000,490,18.955,791.106018,0.202,0.186
C4048000,509,NA,831.551025,NA,0.197
C4048000,532,22.995001,802.273987,0.439,0.206
C4048000,559,22.073,802.343018,0.573,0.224
C4048000,619,8.36,744.905029,1.055,0.533
C4048000,665,5.092,678.017029,1.168,0.694
C4048000,683,5.689,657.81897,1.14,0.744
C4048000,705,1.99,593.320007,1.302,1.035
C4048000,779,NA,564.070007,NA,3.572
C4048000,866,NA,470.362,NA,6.421
C5007000,411,2.125,384.322998,0.811,0.968
C5007000,443,3.398,478.209991,0.747,0.817
C5007000,456,4.252,507.130005,0.679,0.733
C5007000,490,6.253,491.424988,0.512,0.534
C5007000,509,NA,493.838989,NA,0.479
C5007000,532,8.915,442.683014,0.392,0.412
C5007000,559,11.964,451.496002,0.311,0.316
C5007000,619,4.851,424.359985,0.498,0.526
C5007000,665,2.902,419.778015,0.622,0.785
C5007000,683,5.355,402.722992,0.572,0.825
C5007000,705,2.257,344.875,0.661,0.919
C5007000,779,NA,330.871002,NA,6.686
C5007000,866,NA,258.199005,NA,0.857
C5011000,411,4.192,794.169983,0.701,0.876
C5011000,443,7.454,985.656006,0.646,0.726
C5011000,456,9.167,1050.730957,0.587,0.648
C5011000,490,11.711,1023.096008,0.404,0.475
C5011000,509,NA,1027.312012,NA,0.434
C5011000,532,15.557,923.968994,0.28,0.377
C5011000,559,19.924,949.872986,0.197,0.3
C5011000,619,7.525,892.903992,0.406,0.516
C5011000,665,3.399,868.328979,0.471,0.759
C5011000,683,3.912,829.328003,0.332,0.785
C5011000,705,2.092,710.768005,0.478,0.902
C5011000,779,NA,673.330017,NA,NA
C5011000,866,NA,522.276001,NA,NA
C5012000,411,5.157,557.22699,0.809,0.799
C5012000,443,8.157,685.926025,0.653,0.645
C5012000,456,10.566,727.336975,0.597,0.573
C5012000,490,15.342,702.098999,0.42,0.433
C5012000,509,NA,708.221008,NA,0.397
C5012000,532,22.353001,633.440979,0.331,0.357
C5012000,559,27.121,649.609985,0.24,0.308
C5012000,619,11.315,605.788025,0.478,0.527
C5012000,665,5.564,584.906006,0.575,0.745
C5012000,683,6.874,560.38501,0.49,0.779
C5012000,705,3.64,474.406006,0.648,0.901
C5012000,779,NA,456.122009,NA,NA
C5012000,866,NA,350.682007,NA,NA
C5013000,411,7.072,975.398987,0.639,0.93
C5013000,443,10.122,1247.734009,0.533,0.779
C5013000,456,13.298,1328.332031,0.491,0.7
C5013000,490,20.945,1317.911987,0.353,0.522
C5013000,509,NA,1331.004028,NA,0.472
C5013000,532,30.381001,1206.220947,0.264,0.412
C5013000,559,41.201,1242.935059,0.184,0.336
C5013000,619,18.541,1190.392944,0.377,0.515
C5013000,665,8.764,1154.644043,0.473,0.748
C5013000,683,12.683,1113.296997,0.422,0.76
C5013000,705,7.241,957.955017,0.57,0.862
C5013000,779,NA,929.669006,NA,2.345
C5013000,866,NA,712.551025,NA,2.994
C5015000,411,2.474,275.429993,1.03,1.102
C5015000,443,4.302,359.743011,1.024,1.015
C5015000,456,5.332,386.022003,0.983,0.942
C5015000,490,7.075,386.333008,0.825,0.751
C5015000,509,NA,406.123993,NA,0.704
C5015000,532,8.692,368.507996,0.691,0.624
C5015000,559,10.616,376.520996,0.519,0.481
C5015000,619,4.528,371.20401,0.689,0.715
C5015000,665,2.462,378.42099,0.79,1.059
C5015000,683,3.248,369.187012,0.571,1.073
C5015000,705,1.606,324.635986,0.619,0.97
C5015000,779,NA,330.417999,NA,NA
C5015000,866,NA,266.209991,NA,NA
C5016000,411,2.448,401.825989,0.7,0.624
C5016000,443,4.181,505.748993,0.596,0.507
C5016000,456,5.24,532.080994,0.552,0.458
C5016000,490,7.838,493.684998,0.458,0.361
C5016000,509,NA,500.674011,NA,0.342
C5016000,532,10.177,471.221008,0.402,0.31
C5016000,559,12.366,502.256989,0.355,0.272
C5016000,619,5.261,422.346985,0.632,0.474
C5016000,665,2.484,455.130005,0.657,0.667
C5016000,683,3.395,376.744995,0.546,0.685
C5016000,705,1.501,306.519989,0.666,0.846
C5016000,779,NA,333.188995,NA,2.025
C5016000,866,NA,288.352997,NA,1.437
C5017000,411,2.41,414.079987,1.433,1.194
C5017000,443,12.72,498.809998,1.439,1.126
C5017000,456,15.77,520.539978,1.402,1.056
C5017000,490,19.530001,501.809998,1.159,0.874
C5017000,509,27.42,510.850006,1.145,0.813
C5017000,532,29.68,450.299988,1.014,0.717
C5017000,559,29.9,488.079987,0.711,0.558
C5017000,619,25.120001,446.630005,1.072,0.737
C5017000,665,9.18,418.730011,1.187,1.097
C5017000,683,12.73,445.649994,1.078,1.146
C5017000,705,11.87,393.850006,1.155,1.006
C5017000,779,NA,367.380005,NA,1.377
C5017000,866,NA,269.940002,NA,0.976
C5018000,411,6.964,804.585999,1.058,1.188
C5018000,443,12.86,1033.569946,1.115,1.06
C5018000,456,15.319,1108.432007,1.051,1.001
C5018000,490,19.818001,1106.69397,0.846,0.799
C5018000,509,NA,1130.311035,NA,0.712
C5018000,532,28.398001,1026.771973,0.648,0.617
C5018000,559,39.118,1065.921021,0.489,0.463
C5018000,619,20.66,1028.269043,0.705,0.663
C5018000,665,7.531,1000.197998,0.83,0.998
C5018000,683,7.892,978.48999,0.665,1.047
C5018000,705,9.004,838.577026,0.851,0.989
C5018000,779,NA,820.927979,NA,0.481
C5018000,866,NA,630.630981,NA,1.53
C5019000,411,7.274,123.414001,0.789,0.743
C5019000,443,9.226,192.235992,0.659,0.637
C5019000,456,11.465,224.033997,0.627,0.584
C5019000,490,15.239,222.371994,0.511,0.464
C5019000,509,NA,206.651001,NA,0.424
C5019000,532,20.671,179.018005,0.434,0.371
C5019000,559,27.299999,193.320007,0.357,0.299
C5019000,619,10.094,189.169006,0.504,0.512
C5019000,665,4.731,188.923996,0.565,0.754
C5019000,683,6.907,180.378998,0.479,0.79
C5019000,705,4.059,143.75,0.61,0.886
C5019000,779,NA,137.604996,NA,2.608
C5019000,866,NA,88.238998,NA,3.571
C5020000,411,3.82,930.580017,0.922,0.623
C5020000,443,18.959999,1187.73999,0.874,0.546
C5020000,456,22.120001,1267.390015,0.828,0.5
C5020000,490,26.49,1244.069946,0.687,0.391
C5020000,509,30.459999,1268.969971,0.657,0.369
C5020000,532,33.93,1148.400024,0.605,0.329
C5020000,559,40.310001,1195.619995,0.505,0.27
C5020000,619,21.57,1134.859985,0.807,0.518
C5020000,665,8.1,1097.410034,0.725,0.752
C5020000,683,9.01,1060.660034,0.507,0.788
C5020000,705,6.02,911.460022,0.72,0.888
C5020000,779,NA,885.22998,NA,1.296
C5020000,866,NA,689.179993,NA,0.954
C5021000,411,3.96,872.440002,0.743,0.483
C5021000,443,17.43,1116.02002,0.665,0.421
C5021000,456,20.950001,1191.069946,0.645,0.38
C5021000,490,24.379999,1179.430054,0.536,0.296
C5021000,509,29.83,1207.449951,0.563,0.277
C5021000,532,31.83,1094.680054,0.53,0.25
C5021000,559,33.73,1133.630005,0.443,0.207
C5021000,619,13.19,1087.859985,0.674,0.372
C5021000,665,5.14,1055.109985,0.573,0.579
C5021000,683,5.58,1024.800049,0.33,0.61
C5021000,705,3.18,875.97998,0.557,0.732
C5021000,779,NA,855.140015,NA,1.657
C5021000,866,NA,663.01001,NA,0.982
C5022000,411,6.039,756.265991,0.355,0.45
C5022000,443,8.315,968.531982,0.317,0.389
C5022000,456,9.68,1037.171021,0.291,0.357
C5022000,490,11.36,1027.473999,0.217,0.289
C5022000,509,NA,1062.395996,NA,0.265
C5022000,532,12.864,961.85498,0.164,0.239
C5022000,559,14.597,1002.416016,0.13,0.208
C5022000,619,4.189,966.437012,0.272,0.553
C5022000,665,2.423,936.185974,0.355,0.8
C5022000,683,3.896,914.273987,0.318,0.956
C5022000,705,1.516,781.234009,0.373,1.24
C5022000,779,NA,769.112976,NA,2.328
C5022000,866,NA,600.971985,NA,0.89
C5024000,411,21.021999,276.934998,0.331,0.269
C5024000,443,34.129002,320.316986,0.264,0.212
C5024000,456,42.395,331.003998,0.243,0.189
C5024000,490,52.245998,296.671997,0.2,0.151
C5024000,509,NA,292.601013,NA,0.152
C5024000,532,51.248001,249.729996,0.197,0.153
C5024000,559,44.391998,246.139008,0.202,0.156
C5024000,619,13.574,211.832993,0.49,0.53
C5024000,665,7.93,200.464005,0.607,0.673
C5024000,683,7.138,188.483002,0.537,0.746
C5024000,705,3.345,156.227005,0.646,1.031
C5024000,779,NA,143.296005,NA,1.286
C5024000,866,NA,106.696999,NA,0.549
C5025000,411,41.768002,499.809998,0.43,0.394
C5025000,443,75.775002,609.445984,0.343,0.308
C5025000,456,94.968002,638.802979,0.318,0.278
C5025000,490,119.347,639.973022,0.268,0.226
C5025000,509,NA,728.078979,NA,0.222
C5025000,532,119.775002,600.164978,0.261,0.215
C5025000,559,106.010002,541.869019,0.259,0.22
C5025000,619,34.582001,621.447998,0.534,0.41
C5025000,665,18.747,498.847992,0.644,0.53
C5025000,683,17.044001,559.611023,0.656,0.595
C5025000,705,7.131,530.434021,0.714,0.792
C5025000,779,NA,471.114014,NA,1.649
C5025000,866,NA,336.416992,NA,1.067
C5026000,411,49.59,826.426025,0.486,0.538
C5026000,443,93.603996,1050.536987,0.394,0.419
C5026000,456,118.267998,1122.13501,0.366,0.382
C5026000,490,151.899994,1100.18103,0.312,0.323
C5026000,509,NA,1133.876953,NA,0.306
C5026000,532,165.878006,1021.830017,0.297,0.296
C5026000,559,158.414001,1065.500977,0.291,0.293
C5026000,619,60.516998,1008.36499,0.508,0.412
C5026000,665,32.987999,972.096008,0.589,0.565
C5026000,683,29.327,942.388,0.61,0.673
C5026000,705,12.91,807.335022,0.694,0.974
C5026000,779,NA,784.528015,NA,2.204
C5026000,866,NA,612.244019,NA,1.658
C5027000,411,68.916,898.047974,0.808,0.934
C5027000,443,120.650002,1144.287964,0.624,0.77
C5027000,456,148.552994,1219.964966,0.569,0.71
C5027000,490,185.115997,1197.016968,0.466,0.602
C5027000,509,NA,1228.833984,NA,0.561
C5027000,532,217.727997,1107.630981,0.425,0.526
C5027000,559,215.033997,1152.698975,0.391,0.499
C5027000,619,109.195,1088.771973,0.64,0.577
C5027000,665,66.513,1046.615967,0.751,0.708
C5027000,683,59.703999,1015.013,0.793,0.753
C5027000,705,35.389999,867.788025,1.028,0.987
C5027000,779,NA,842.523987,NA,1.67
C5027000,866,NA,653.453003,NA,1.069
C5028000,411,66.916,931.719971,1.278,1.334
C5028000,443,115,1180.651978,NA,1.419
C5028000,456,162.811996,1267.20105,1.066,1.371
C5028000,490,202.764008,1248.833984,0.915,1.278
C5028000,509,NA,1268.865967,NA,1.207
C5028000,532,248.162994,1150.973999,0.801,1.151
C5028000,559,260.17099,1200,0.722,1.061
C5028000,619,171.487,1133.795044,0.925,1.06
C5028000,665,121.690002,1102.411987,1.071,1.187
C5028000,683,119.428001,1052.920044,1.147,1.234
C5028000,705,78.973,905.077026,1.413,1.433
C5028000,779,NA,868.349976,NA,1.816
C5028000,866,NA,681.437012,NA,1.253
C5029000,411,7.84,870.859985,1.349,1.008
C5029000,443,90.300003,1103.199951,1.411,1.332
C5029000,456,79.919998,1185.310059,1.223,1.442
C5029000,490,143.630005,1169.170044,1.192,1.523
C5029000,509,160.75,1190.910034,1.123,1.387
C5029000,532,209.529999,1080.939941,1.103,1.329
C5029000,559,177.089996,1128.77002,0.883,1.262
C5029000,619,95.5,1071.209961,0.925,1.349
C5029000,665,97.629997,1042.969971,1.231,1.434
C5029000,683,71.620003,997.330017,1.181,1.471
C5029000,705,30.629999,856.609985,1.206,1.604
C5029000,779,NA,824.849976,NA,NA
C5029000,866,NA,647.849976,NA,NA
C5030000,411,3.19,319.170013,0.609,0.528
C5030000,443,14.46,418.109985,0.591,0.497
C5030000,456,17.360001,454.859985,0.573,0.471
C5030000,490,22.360001,466.019989,0.49,0.397
C5030000,509,29.73,478.670013,0.433,0.336
C5030000,532,38.009998,436.359985,0.409,0.292
C5030000,559,44.139999,436.839996,0.339,0.252
C5030000,619,17.040001,448.25,0.703,0.437
C5030000,665,9.23,474.359985,0.851,0.59
C5030000,683,6.53,466.920013,0.657,0.635
C5030000,705,4.02,403.190002,0.888,0.792
C5030000,779,NA,406.839996,NA,NA
C5030000,866,NA,311.559998,NA,NA
C5031000,411,4.34,530.890015,0.382,0.42
C5031000,443,24.82,681.609985,0.387,0.366
C5031000,456,30.209999,732.72998,0.395,0.341
C5031000,490,33.189999,739.320007,0.272,0.281
C5031000,509,41.240002,765.570007,0.247,0.248
C5031000,532,44.740002,692.669983,0.216,0.219
C5031000,559,45.740002,705.330017,0.185,0.197
C5031000,619,13.16,701.900024,0.496,0.419
C5031000,665,5.39,691.630005,0.545,0.572
C5031000,683,4.89,685.450012,0.468,0.627
C5031000,705,3.34,592.530029,0.697,0.826
C5031000,779,NA,582.98999,NA,0.793
C5031000,866,NA,445.040009,NA,0.582
C5032000,411,21.927999,735.747009,0.818,0.627
C5032000,443,26.312,943.796997,0.66,0.551
C5032000,456,32.044998,1008.697021,0.661,0.52
C5032000,490,45.931999,1005.927002,0.646,0.42
C5032000,509,NA,1027.098022,NA,0.352
C5032000,532,64.733002,932.948975,0.516,0.297
C5032000,559,74.502998,963.609009,0.431,0.245
C5032000,619,31.290001,934.859009,0.861,0.405
C5032000,665,15.235,908.857971,0.923,0.57
C5032000,683,14.998,891.182007,0.843,0.631
C5032000,705,9.05,764.197021,1.092,0.806
C5032000,779,NA,746.580017,NA,0.864
C5032000,866,NA,570.942017,NA,0.675
C5033000,411,7.108,837.578003,0.919,1.43
C5033000,443,10.999,1069.532959,1.094,1.424
C5033000,456,13.503,1143.378052,1.087,1.382
C5033000,490,19.136,1127.182983,0.876,1.202
C5033000,509,NA,1162.128052,NA,0.993
C5033000,532,38.112999,1051.791016,0.562,0.841
C5033000,559,65.342003,1103.167969,0.398,0.621
C5033000,619,29.104,1050.119995,0.517,0.761
C5033000,665,15.456,1017.265991,0.704,1.057
C5033000,683,24.417,984.247986,0.703,1.099
C5033000,705,12.813,848.591003,0.704,1.091
C5033000,779,NA,825.401978,NA,2.036
C5033000,866,NA,645.065002,NA,1.526
C5034000,411,6.921,882.21698,0.916,1.324
C5034000,443,11.105,1127.386963,1.08,1.336
C5034000,456,13.077,1202.05896,1.062,1.274
C5034000,490,18.566999,1185.475952,0.869,1.02
C5034000,509,NA,1217.167969,NA,0.831
C5034000,532,34.720001,1101.052979,0.572,0.705
C5034000,559,53.619999,1148.553955,0.387,0.513
C5034000,619,23.952,1092.791992,0.512,0.681
C5034000,665,14.558,1056.43103,0.71,0.95
C5034000,683,28.125,1024.697998,0.713,1.003
C5034000,705,11.425,880.255981,0.69,1.007
C5034000,779,NA,856.297974,NA,2.356
C5034000,866,NA,664.58197,NA,2.692
C5035000,411,2.45,863.51001,0.853,1.195
C5035000,443,12.72,1108.449951,0.888,1.137
C5035000,456,15.4,1181.359985,0.863,1.111
C5035000,490,21.33,1172.839966,0.696,0.895
C5035000,509,29.27,1198.949951,0.549,0.731
C5035000,532,36.200001,1087.199951,0.459,0.631
C5035000,559,52.68,1126.670044,0.335,0.461
C5035000,619,21.969999,1080.22998,0.48,0.589
C5035000,665,10.61,1042.689941,0.591,0.82
C5035000,683,11.78,1013.76001,0.475,0.875
C5035000,705,6.53,870.799988,0.602,0.968
C5035000,779,NA,847.450012,NA,2.321
C5035000,866,NA,649.280029,NA,2.681
C5036000,411,12.769,723.708008,0.957,1.161
C5036000,443,25.243999,930.135986,0.925,1.048
C5036000,456,31.299,995.127991,0.878,0.993
C5036000,490,41.390999,988.125977,0.686,0.797
C5036000,509,NA,1022.349976,NA,0.682
C5036000,532,60.252998,926.66803,0.496,0.575
C5036000,559,70.167999,970.924988,0.38,0.448
C5036000,619,29.327999,933.19397,0.545,0.596
C5036000,665,15.861,902.995972,0.653,0.794
C5036000,683,16.253,881.370972,0.541,0.837
C5036000,705,7.091,758.294983,0.641,0.987
C5036000,779,NA,745.981018,NA,1.334
C5036000,866,NA,579.935974,NA,0.922
C5037000,411,7.581,583.599976,1.016,1.325
C5037000,443,14.593,756.330017,1.015,1.239
C5037000,456,18.438,811.575989,0.97,1.161
C5037000,490,31.42,820.405029,0.832,0.935
C5037000,509,NA,844.245972,NA,0.787
C5037000,532,51.313,769.885986,0.616,0.679
C5037000,559,63.776001,791.708008,0.48,0.534
C5037000,619,31.857,784.057983,0.669,0.653
C5037000,665,18.247999,764.28302,0.834,0.87
C5037000,683,22.172001,753.833008,0.818,0.929
C5037000,705,10.484,647.51001,0.899,1.068
C5037000,779,NA,642.64502,NA,2.563
C5037000,866,NA,488.931,NA,1.802
C5038000,411,2.78,297.269989,0.754,0.637
C5038000,443,15.29,385.850006,0.718,0.577
C5038000,456,19.110001,416.519989,0.701,0.546
C5038000,490,28.219999,423.299988,0.648,0.464
C5038000,509,37.939999,439.76001,0.635,0.426
C5038000,532,40.82,397.51001,0.596,0.4
C5038000,559,49.139999,393.059998,0.568,0.351
C5038000,619,26.290001,406.730011,0.845,0.626
C5038000,665,15.16,425.820007,0.97,0.833
C5038000,683,17.540001,423.679993,0.945,0.887
C5038000,705,7.62,366.170013,1.048,1.087
C5038000,779,NA,369.410004,NA,1.354
C5038000,866,NA,285.75,NA,0.741
C5039000,411,2.25,522.059998,0.533,0.652
C5039000,443,10.87,668.51001,0.498,0.603
C5039000,456,15.42,719.969971,0.523,0.571
C5039000,490,18.98,728.650024,0.387,0.476
C5039000,509,23.32,750.859985,0.311,0.417
C5039000,532,28.809999,679,0.297,0.381
C5039000,559,31.75,685.059998,0.213,0.325
C5039000,619,16.290001,687.52002,0.509,0.531
C5039000,665,22.5,686.52002,0.926,0.687
C5039000,683,10.02,677.789978,0.556,0.717
C5039000,705,4.07,587.599976,0.679,0.82
C5039000,779,NA,577.52002,NA,NA
C5039000,866,NA,440.209991,NA,NA
C5040000,411,7.58,711.469971,0.564,0.442
C5040000,443,46.91,909.140015,0.584,0.387
C5040000,456,40.759998,970.190002,0.476,0.366
C5040000,490,49.450001,967.789978,0.386,0.301
C5040000,509,60.209999,991.880005,0.349,0.269
C5040000,532,64.459999,900.200012,0.314,0.247
C5040000,559,69.059998,920.789978,0.281,0.228
C5040000,619,29.34,898.200012,0.605,0.462
C5040000,665,15.32,874.169983,0.7,0.624
C5040000,683,10.03,857.039978,0.523,0.662
C5040000,705,5.51,740.640015,0.712,0.758
C5040000,779,NA,717.390015,NA,NA
C5040000,866,NA,548.030029,NA,NA
C5041000,411,19.393,632.630981,0.278,0.343
C5041000,443,28.997,796.132996,0.21,0.289
C5041000,456,35.41,860.750977,0.197,0.269
C5041000,490,45.131001,889.703979,0.148,0.213
C5041000,509,NA,916.479004,NA,0.202
C5041000,532,52.863998,773.801025,0.102,0.187
C5041000,559,53.467999,704.336975,0.097,0.182
C5041000,619,14.753,814.643982,0.31,0.403
C5041000,665,8.261,707.625,0.439,0.53
C5041000,683,7.371,801.921997,0.406,0.591
C5041000,705,3.173,716.820007,0.483,0.748
C5041000,779,NA,644.489014,NA,1.75
C5041000,866,NA,451.59201,NA,1.057
C5042000,411,32.463001,959.611023,0.693,0.646
C5042000,443,43.921001,1214.865967,0.585,0.586
C5042000,456,57.299999,1295.296997,0.594,0.555
C5042000,490,72.393997,1263.175049,0.496,0.467
C5042000,509,NA,1298.364014,NA,0.418
C5042000,532,101.710999,1165.20105,0.414,0.382
C5042000,559,117.994003,1212.171021,0.373,0.347
C5042000,619,57.210999,1143.092041,0.612,0.581
C5042000,665,30.395,1101.650024,0.714,0.763
C5042000,683,25.92,1066.514038,0.657,0.803
C5042000,705,15.762,921.367004,0.857,1.029
C5042000,779,NA,884.002991,NA,1.426
C5042000,866,NA,685.762024,NA,0.595
C5043000,411,28.774,545.403992,0.749,0.57
