station,wavelength,eu_w_m2_um,ed_w_m2_um,k_eu_m1,k_ed_m1
C5047000,443,8.98,1059.780029,0.326,0.406
C5047000,456,12.01,1132.930054,0.298,0.345
C5047000,490,17.290001,1121.069946,0.194,0.242
C5047000,509,19.17,1137.420044,0.183,0.239
C5047000,532,19.76,1027.709961,0.177,0.212
C5047000,559,17.860001,1053.119995,0.163,0.209
C5047000,619,5.1,1015.130005,0.348,0.27
C5047000,665,3.1,992.320007,0.454,0.414
C5047000,683,2.54,962.070007,0.368,0.425
C5047000,705,1.26,844.820007,0.498,0.711
C5047000,779,NA,798.72998,NA,0.9
C5047000,866,NA,607.609985,NA,0.314
C5049000,411,7.924,992.939026,0.469,0.563
C5049000,443,13.902,1261.02002,0.313,0.393
C5049000,456,17.410999,1342.482056,0.266,0.337
C5049000,490,24.374001,1313.579956,0.164,0.237
C5049000,509,NA,1339.569946,NA,0.22
C5049000,532,27.075001,1202.435059,0.109,0.196
C5049000,559,26.74,1242.735962,0.098,0.175
C5049000,619,7.286,1175.659058,0.292,0.337
C5049000,665,4.302,1139,0.411,0.449
C5049000,683,3.999,1098.233032,0.382,0.518
C5049000,705,1.813,957.713989,0.478,0.716
C5049000,779,NA,908.827026,NA,1.469
C5049000,866,NA,699.015015,NA,0.824
C5050000,411,12.682,925.659973,0.509,0.477
C5050000,443,21.688999,1173.790039,0.346,0.325
C5050000,456,28.094,1253.098999,0.322,0.286
C5050000,490,36.792999,1221.088013,0.227,0.189
C5050000,509,NA,1256.416992,NA,0.182
C5050000,532,38.240002,1122.422974,0.198,0.169
C5050000,559,34.485001,1168.401978,0.185,0.147
C5050000,619,11.209,1101.735962,0.46,0.405
C5050000,665,5.95,1065.750977,0.536,0.467
C5050000,683,5.602,1030.519043,0.549,0.478
C5050000,705,2.777,896.588013,0.672,0.806
C5050000,779,NA,856.101013,NA,1.164
C5050000,866,NA,663.939026,NA,0.608
C6001000,411,11.346,507.066986,0.217,NA
C6001000,443,16.611,583.963013,0.173,NA
C6001000,456,23.509001,629.508972,0.193,NA
C6001000,490,28.73,604.940979,0.115,NA
C6001000,509,30.929001,643.346008,0.106,NA
C6001000,532,28.834999,572.934998,0.105,NA
C6001000,559,27.33,575.18103,0.139,NA
C6001000,619,7.135,571.848022,0.417,NA
C6001000,665,4.317,565.539001,0.516,NA
C6001000,683,4.236,527.804016,0.451,NA
C6001000,705,1.988,501.968994,0.602,NA
C6001000,779,NA,470.690002,NA,NA
C6001000,866,NA,361.848999,NA,NA
C6002000,411,9.044,232.710999,0.424,0.447
C6002000,443,13.167,278.86499,0.337,0.357
C6002000,456,18.733999,306.657013,0.304,0.322
C6002000,490,24.052,289.143005,0.237,0.26
C6002000,509,25.031,283.016998,0.229,0.256
C6002000,532,23.291,257.42099,0.221,0.245
C6002000,559,21.832001,255.688004,0.221,0.248
C6002000,619,7.169,247.240005,0.528,0.492
C6002000,665,4.248,258.989014,0.656,0.641
C6002000,683,4.19,227.287994,0.628,0.673
C6002000,705,2.02,208.897003,0.836,0.97
C6002000,779,0.25,211.914993,2.483,3.998
C6002000,866,NA,160.110992,NA,NA
C6003000,411,5.124,211.710007,0.211,0.3
C6003000,443,7.78,258.257996,0.161,0.237
C6003000,456,11.085,278.364014,0.145,0.219
C6003000,490,14.396,262.613007,0.116,0.18
C6003000,509,13.994,259.531006,0.111,0.177
C6003000,532,12.52,244.438004,0.112,0.165
C6003000,559,11.185,238.498993,0.118,0.183
C6003000,619,2.724,237.552994,0.382,0.423
C6003000,665,1.765,223.951004,0.507,0.623
C6003000,683,1.85,204.720001,0.459,0.651
C6003000,705,0.828,194.341003,0.614,0.953
C6003000,779,0.123,200.169006,2.077,3.224
C6003000,866,0.018,157.492996,2.792,4.639
C6005000,411,10.798,352.774994,0.339,0.455
C6005000,443,16.464001,401.556,0.255,0.352
C6005000,456,23.231001,435.036987,0.221,0.313
C6005000,490,29.851999,403.832001,0.153,0.242
C6005000,509,30.76,406.737,0.139,0.229
C6005000,532,29.433001,367.959991,0.129,0.219
C6005000,559,28.983,367.596008,0.124,0.21
C6005000,619,8.434,349.872986,0.361,0.458
C6005000,665,5.002,347.192993,0.496,0.611
C6005000,683,4.619,313.389008,0.455,0.656
C6005000,705,2.244,277.562988,0.648,0.956
C6005000,779,NA,290.296997,NA,3.189
C6005000,866,NA,223.884003,NA,5.98
C6006000,411,2.75,6.23,0.574,NA
C6006000,443,13.59,18.950001,0.465,NA
C6006000,456,19.42,26.43,0.428,NA
C6006000,490,25.16,41.630001,0.34,NA
C6006000,509,27.190001,47.77,0.334,NA
C6006000,532,26.25,45.48,0.324,NA
C6006000,559,27.610001,51.650002,0.319,NA
C6006000,619,9.62,10.75,0.566,NA
C6006000,665,5.53,4.05,0.69,NA
C6006000,683,5.26,2.97,0.663,NA
C6006000,705,1.74,0.67,0.755,NA
C6006000,779,NA,0.09,NA,NA
C6006000,866,NA,0.01,NA,NA
C6007000,411,6.598,195.317001,0.395,0.529
C6007000,443,8.759,221.266006,0.324,0.431
C6007000,456,12.413,236.115997,0.287,0.383
C6007000,490,16.16,219.742004,0.206,0.297
C6007000,509,17.372,223.722,0.183,0.278
C6007000,532,17.434,200.134995,0.165,0.256
C6007000,559,18.343,197.977997,0.149,0.23
C6007000,619,5.522,186.945999,0.403,0.472
C6007000,665,3.125,181.701004,0.534,0.636
C6007000,683,3.275,161.845001,0.514,0.684
C6007000,705,1.41,143.869995,0.685,0.959
C6007000,779,0.19,150.112,NA,NA
C6007000,866,0.018,114.599998,2.491,NA
C6008000,411,9.473,713.359985,0.283,NA
C6008000,443,13.552,853.140015,0.24,NA
C6008000,456,18.709999,922.952026,0.214,NA
C6008000,490,22.878,872.768982,0.167,NA
C6008000,509,22.972,910.731018,0.151,NA
C6008000,532,20.542999,833.835999,0.144,NA
C6008000,559,17.542,843.353027,0.16,NA
C6008000,619,4.427,817.518982,0.457,NA
C6008000,665,2.686,789.947998,0.557,NA
C6008000,683,2.681,722.599976,0.451,NA
C6008000,705,1.379,684.848022,0.699,NA
C6008000,779,0.209,640.098999,2.378,NA
C6008000,866,0.03,490.128998,NA,NA
C6009000,411,10.573,714.078003,0.269,NA
C6009000,443,14.885,834.073975,0.209,NA
C6009000,456,20.365999,961.120972,0.188,NA
C6009000,490,24.118,921.140991,0.148,NA
C6009000,509,25.292,909.948975,0.142,NA
C6009000,532,22.524,810.085999,0.128,NA
C6009000,559,19,823.817017,0.127,NA
C6009000,619,5.021,854.552002,0.436,NA
C6009000,665,2.842,848.934021,0.485,NA
C6009000,683,2.934,800.098999,0.404,NA
C6009000,705,1.567,753.926025,0.627,NA
C6009000,779,0.508,689.541016,3.124,NA
C6009000,866,NA,519.409973,NA,NA
C6010000,411,10.083,675.487976,0.223,0.266
C6010000,443,14.12,811.833008,0.17,NA
C6010000,456,19.534,879.666016,0.153,NA
C6010000,490,23.909,847.55603,0.115,NA
C6010000,509,22.146999,851.34198,0.109,NA
C6010000,532,18.763,782.91803,0.108,NA
C6010000,559,15.451,767.40802,0.117,0.123
C6010000,619,3.338,778.729004,0.333,0.356
C6010000,665,1.907,730.544983,0.412,0.354
C6010000,683,2.061,654.284973,0.371,0.516
C6010000,705,0.999,632.268005,0.536,0.86
C6010000,779,0.135,601.150024,1.76,3.114
C6010000,866,0.019,463.790009,1.755,NA
C6011000,411,9.967,693.536987,0.224,0.434
C6011000,443,14.336,840.559998,0.159,0.301
C6011000,456,20.198,911.642029,0.138,0.178
C6011000,490,25.934,863.825012,0.1,0.149
C6011000,509,27.198999,855.142029,0.066,0.083
C6011000,532,25.246,792.924011,0.051,0.155
C6011000,559,22.268999,804.794983,0.05,0.221
C6011000,619,4.906,778.198975,0.295,0.217
C6011000,665,2.846,755.856018,0.384,0.47
C6011000,683,2.916,670.771973,0.27,0.455
C6011000,705,1.351,595.111023,0.465,0.707
C6011000,779,0.192,587.786011,1.807,3.408
C6011000,866,0.023,459.804993,2.257,7.365
C6012000,411,11.859,768.135986,0.296,0.334
C6012000,443,16.656,902.607971,0.237,0.257
C6012000,456,23.224001,978.575989,0.214,0.223
C6012000,490,28.190001,926.268005,0.17,0.183
C6012000,509,30.249001,974.604004,0.138,0.181
C6012000,532,29.628,872.012024,0.112,0.175
C6012000,559,26.767,874.909973,0.111,0.177
C6012000,619,6.287,861.120972,0.439,0.456
C6012000,665,3.667,802.447021,0.529,0.582
C6012000,683,3.599,730.757019,0.443,0.639
C6012000,705,1.724,702.799988,0.654,0.947
C6012000,779,0.22,671.518005,NA,3.028
C6012000,866,0.04,514.627991,NA,NA
C6013000,411,12.085,814.97699,0.359,0.206
C6013000,443,18.5,980.023987,0.321,0.102
C6013000,456,25.997999,1072.782959,0.289,0.1
C6013000,490,33.230999,1024.453003,0.231,NA
C6013000,509,35.189999,1004.86499,0.219,NA
C6013000,532,32.657001,932.520996,0.217,NA
C6013000,559,29.198,961.588013,0.24,0.006
C6013000,619,7.716,914.51001,0.486,0.149
C6013000,665,4.523,908.085999,0.59,0.362
C6013000,683,4.452,824.640991,0.48,0.315
C6013000,705,2.219,766.901001,0.683,0.596
C6013000,779,0.334,724.843994,2.311,2.924
C6013000,866,0.037,556.317017,2.376,NA
C6014000,411,10.707,772.640015,0.331,NA
C6014000,443,16.896,906.640991,0.273,NA
C6014000,456,23.757999,974.151001,0.217,NA
C6014000,490,31.767,925.960999,0.134,NA
C6014000,509,34.959,966.786011,0.136,NA
C6014000,532,33.807999,862,0.108,NA
C6014000,559,33.541,884.179993,0.107,NA
C6014000,619,10.523,835.578979,0.374,NA
C6014000,665,6.208,824.518982,0.482,NA
C6014000,683,6.234,772.195007,0.476,NA
C6014000,705,3.246,715.077026,0.707,NA
C6014000,779,0.385,666.04303,1.927,NA
C6014000,866,0.078,514.755981,3.03,NA
C6015000,411,15.611,943.221008,0.173,NA
C6015000,443,23.167,1137.607056,0.12,NA
C6015000,456,32.537998,1232.63501,0.103,NA
C6015000,490,40.980999,1173.71106,0.073,NA
C6015000,509,38.765999,1194.156006,0.078,NA
C6015000,532,33.214001,1090.916016,0.082,NA
C6015000,559,27.641001,1135.334961,0.094,NA
C6015000,619,6.831,1066.23999,0.37,NA
C6015000,665,3.907,1044.619995,0.473,NA
C6015000,683,3.881,949.195984,0.419,NA
C6015000,705,1.975,878.083008,0.549,NA
C6015000,779,0.288,847.177002,1.982,NA
C6015000,866,0.051,645.802002,3.161,NA
C6016000,411,14.734,834.304993,0.24,NA
C6016000,443,21.047001,979.79303,0.192,NA
C6016000,456,29.145,1054.511963,0.175,NA
C6016000,490,34.861,994.83197,0.133,NA
C6016000,509,35.398998,1039.324951,0.112,NA
C6016000,532,31.707001,931.906006,0.101,NA
C6016000,559,26.983999,948.161011,0.104,NA
C6016000,619,6.504,918.606995,0.341,NA
C6016000,665,3.696,900.39801,0.436,NA
C6016000,683,3.622,835.322998,0.331,NA
C6016000,705,1.793,790.562012,0.52,NA
C6016000,779,0.248,715.698975,1.993,NA
C6016000,866,0.038,546.973022,3.296,NA
C6017000,411,10.336,766.559998,0.176,NA
C6017000,443,13.596,891.505005,0.143,NA
C6017000,456,18.243,960.601013,0.13,NA
C6017000,490,20.34,921.853027,0.104,NA
C6017000,509,20.735001,973.525024,0.067,NA
C6017000,532,20.160999,852.958984,0.036,NA
C6017000,559,17.364,860.914001,0.028,NA
C6017000,619,3.126,833.679016,0.282,NA
C6017000,665,1.712,833.838989,0.317,NA
C6017000,683,1.743,745.302979,0.191,NA
C6017000,705,0.859,703.719971,0.425,NA
C6017000,779,0.166,659.325989,2.426,NA
C6017000,866,0.023,499.674988,2.683,NA
C6018000,411,10.926,772.893982,0.206,NA
C6018000,443,14.249,909.484009,0.211,NA
C6018000,456,19.308001,990.97699,0.197,NA
C6018000,490,21.777,936.882996,0.179,NA
C6018000,509,22.981001,943.484009,0.075,NA
C6018000,532,23.011,858.382019,0.029,NA
C6018000,559,20.351,928.726013,0.014,NA
C6018000,619,3.595,850.622986,0.226,NA
C6018000,665,2.266,886.005005,0.297,NA
C6018000,683,2.39,795.231018,0.055,NA
C6018000,705,1.06,717.929016,0.403,NA
C6018000,779,NA,686.393982,NA,NA
C6018000,866,NA,528.132019,NA,NA
C6019000,411,4.285,285.540009,0.205,NA
C6019000,443,5.064,308.665985,0.188,NA
C6019000,456,6.722,324.493988,0.162,NA
C6019000,490,7.154,289.944,0.124,NA
C6019000,509,7.676,281.328003,0.059,NA
C6019000,532,7.144,247.386993,0.011,NA
C6019000,559,5.973,250.830002,NA,NA
C6019000,619,1.151,219.934006,0.229,NA
C6019000,665,0.758,223.149994,0.32,NA
C6019000,683,1.038,200.324997,0.14,NA
C6019000,705,0.365,178.078995,0.316,NA
C6019000,779,NA,168.720993,NA,NA
C6019000,866,NA,127.396004,NA,NA
C6020000,411,8.621,599.36499,0.221,0.269
C6020000,443,11.479,736.442993,0.165,0.17
C6020000,456,15.69,807.598022,0.136,0.183
C6020000,490,16.788,794.267029,NA,0.091
C6020000,509,19.879999,812.439026,0.082,0.216
C6020000,532,18.476,739.986023,0.092,0.145
C6020000,559,17.037001,767.515991,0.112,0.131
C6020000,619,4.018,757.375,0.383,0.465
C6020000,665,2.603,766.58197,0.426,0.55
C6020000,683,3.099,708.054993,0.285,0.532
C6020000,705,1.063,658.002991,0.435,0.965
C6020000,779,0.199,634.301025,2.36,2.535
C6020000,866,NA,486.627014,NA,4.889
C6021000,411,7.489,554.164001,0.295,0.262
C6021000,443,10.402,669.309021,0.254,0.187
C6021000,456,14.513,718.197998,0.231,0.165
C6021000,490,17.879999,693.257019,0.185,0.107
C6021000,509,18.674,712.145996,0.16,0.09
C6021000,532,17.264,639.520996,0.145,0.063
C6021000,559,15.571,656.26001,0.146,0.12
C6021000,619,3.985,631.538025,0.432,0.339
C6021000,665,2.336,614.218018,0.454,0.569
C6021000,683,2.401,551,0.28,0.544
C6021000,705,1.114,524.421997,0.573,0.912
C6021000,779,0.212,510.242004,3.248,3.015
C6021000,866,NA,398.083008,NA,NA
C6022000,411,3.819,275.118988,0.316,0.294
C6022000,443,4.676,302.552002,0.302,0.249
C6022000,456,6.298,316.605988,0.271,0.221
C6022000,490,7.216,273.964996,0.207,0.163
C6022000,509,7.49,271.894012,0.149,0.155
C6022000,532,6.911,240.119995,0.11,0.14
C6022000,559,6.285,229.158997,0.082,0.135
C6022000,619,1.331,201.906998,0.264,0.388
C6022000,665,0.85,188.658005,0.299,0.55
C6022000,683,1.135,165.341003,0.097,0.589
C6022000,705,0.348,142.279007,0.221,0.892
C6022000,779,0.06,145.755997,1.915,3.166
C6022000,866,NA,110.391998,NA,5.66
C6023000,411,3.752,244.154999,0.351,0.329
C6023000,443,4.575,261.783997,0.294,0.265
C6023000,456,6.27,277.178009,0.26,0.236
C6023000,490,7.844,224.341003,0.176,0.181
C6023000,509,8.014,227.899002,0.155,0.173
C6023000,532,7.438,204.360992,0.141,0.162
C6023000,559,6.777,202.994003,0.136,0.158
C6023000,619,1.489,175.044998,0.425,0.408
C6023000,665,0.968,163.548996,0.489,0.539
C6023000,683,1.298,140.104004,0.352,0.624
C6023000,705,0.434,129.156998,0.492,0.948
C6023000,779,0.069,128.871994,2.315,3.069
C6023000,866,NA,98.690002,NA,NA
C6024000,411,6.511,468.800995,0.287,0.349
C6024000,443,8.43,572.794006,0.224,0.294
C6024000,456,11.761,623.64502,0.197,0.243
C6024000,490,16.013,612.414978,0.133,0.179
C6024000,509,17.563999,636.291992,0.124,0.194
C6024000,532,17.047001,588.562988,0.118,0.154
C6024000,559,16.149,592.609985,0.116,0.163
C6024000,619,3.96,588.158997,0.375,0.435
C6024000,665,2.504,587.70697,0.456,0.626
C6024000,683,3.405,515.666016,0.365,0.659
C6024000,705,1.389,493.507996,0.599,0.961
C6024000,779,0.311,487.557007,2.877,3.37
C6024000,866,0.076,381.463989,4.591,5.514
C6025000,411,7.399,402.678009,0.269,NA
C6025000,443,10.376,503.19101,0.224,NA
C6025000,456,14.541,545.406006,0.197,NA
C6025000,490,19.229,540.544983,0.128,NA
C6025000,509,20.673,565.637024,0.103,NA
C6025000,532,19.775999,524.51001,0.093,NA
C6025000,559,18.552999,526.791016,0.101,NA
C6025000,619,4.896,529.817993,0.405,NA
C6025000,665,3.057,525.901978,0.519,NA
C6025000,683,3.237,476.886993,0.384,NA
C6025000,705,1.48,457.322998,0.625,NA
C6025000,779,0.253,444.628998,2.565,NA
C6025000,866,0.048,346.963989,3.815,NA
C6026000,411,13.912,661.853027,0.328,NA
C6026000,443,21.080999,781.38501,0.241,NA
C6026000,456,30.271,842.335999,0.206,NA
C6026000,490,38.576,797.16803,0.136,NA
C6026000,509,39.757,827.611023,0.116,NA
C6026000,532,37.877998,762.291992,0.109,NA
C6026000,559,35.824001,794.234009,0.121,NA
C6026000,619,10.888,737.700989,0.436,NA
C6026000,665,6.947,753.460999,0.592,NA
C6026000,683,6.711,672.086975,0.549,NA
C6026000,705,3.455,608.590027,0.804,NA
C6026000,779,0.514,598.083008,2.659,NA
C6026000,866,0.093,465.22699,5.149,NA
C6027000,411,13.961,557.502991,0.508,NA
C6027000,443,21.497,671.869019,0.417,NA
C6027000,456,30.889999,730.864014,0.395,NA
C6027000,490,39.511002,700.893005,0.344,NA
C6027000,509,39.647999,737.129028,0.344,NA
C6027000,532,36.736,660.695007,0.343,NA
C6027000,559,34.452,659.677002,0.347,NA
C6027000,619,11.332,668.327026,0.678,NA
C6027000,665,7.34,653.286011,0.818,NA
C6027000,683,6.878,595.874023,0.762,NA
C6027000,705,3.49,565.333984,0.995,NA
C6027000,779,0.412,531.955017,2.276,NA
C6027000,866,0.06,410.238007,NA,NA
C6028000,411,18.908001,599.741028,0.386,0.47
C6028000,443,29.316999,745.531006,0.298,0.399
C6028000,456,42.062,811.315979,0.272,0.349
C6028000,490,54.699001,799.953979,0.217,0.285
C6028000,509,57.528999,821.02301,0.202,0.288
C6028000,532,56.831001,744.531982,0.19,0.279
C6028000,559,57.007,757.075012,0.181,0.266
C6028000,619,19.983999,754.242004,0.468,0.529
C6028000,665,12.848,750.234009,0.623,0.649
C6028000,683,12.119,681.5,0.643,0.697
C6028000,705,6.555,653.79303,0.905,0.947
C6028000,779,1.009,630.265015,2.716,2.762
C6028000,866,0.112,485.490997,3.449,4.129
C6029000,411,17.92,671.051025,0.476,0.402
C6029000,443,27.82,817.823975,0.348,0.405
C6029000,456,40.033001,891.79303,0.31,0.314
C6029000,490,52.125999,877.510986,0.235,0.232
C6029000,509,61.118999,931.052002,0.204,0.044
C6029000,532,63.742001,846.254028,0.177,0.172
C6029000,559,67.797997,846.512024,0.171,0.179
C6029000,619,21.374001,867.015015,0.376,0.363
C6029000,665,13.294,856.424011,0.592,0.577
C6029000,683,12.835,810.994995,0.61,0.67
C6029000,705,6.512,763.210022,0.77,0.827
C6029000,779,1.613,717.034973,3.494,3.209
C6029000,866,0.465,556.038025,4.878,NA
C6030000,411,15.041,500.296997,0.597,0.509
C6030000,443,25.035,602.984009,0.479,0.373
C6030000,456,35.161999,665.468994,0.414,0.339
C6030000,490,44.631001,641.25,0.297,0.27
C6030000,509,47.695,696.200012,0.277,0.257
C6030000,532,46.91,614.599976,0.269,0.24
C6030000,559,49.219002,622.528992,0.275,0.203
C6030000,619,26.757999,613.627014,0.674,0.487
C6030000,665,17.532,632.429993,0.822,0.618
C6030000,683,14.438,569.317017,0.731,0.704
C6030000,705,8.353,542.481018,1.02,1.011
C6030000,779,1.434,517.336975,3.372,2.848
C6030000,866,0.225,405.759003,4.216,5.609
C6032000,411,8.552,375.575012,0.282,NA
C6032000,443,13.97,468.721985,0.206,NA
C6032000,456,20.518999,500.75,0.184,NA
C6032000,490,27.478001,482.661011,0.14,NA
C6032000,509,26.423,520.369995,0.141,NA
C6032000,532,23.695,477.066986,0.142,NA
C6032000,559,21.131001,465.164001,0.154,NA
C6032000,619,5.519,474,0.466,NA
C6032000,665,3.485,447.167999,0.629,NA
C6032000,683,3.227,408.212006,0.557,NA
C6032000,705,1.344,395.226013,0.676,NA
C6032000,779,NA,395.733002,NA,NA
C6032000,866,NA,304.363007,NA,NA
C6033000,411,6.601,267.589996,0.355,0.32
C6033000,443,10.321,326.96701,0.262,0.269
C6033000,456,15.009,353.971008,0.243,0.261
C6033000,490,19.641001,336.890015,0.193,0.225
C6033000,509,18.174999,335.329987,0.19,0.215
C6033000,532,15.949,304.509003,0.202,0.209
C6033000,559,13.964,306.919006,0.227,0.256
C6033000,619,3.724,299.140991,0.559,0.529
C6033000,665,2.654,299.588989,0.745,0.731
C6033000,683,2.631,264.627991,0.689,0.756
C6033000,705,1.304,245.735001,0.918,1.04
C6033000,779,0.234,247.921997,3.341,2.9
C6033000,866,NA,194.393005,NA,NA
C6034000,411,2.294,106.582001,0.466,0.458
C6034000,443,2.929,124.521004,0.327,0.408
C6034000,456,4.286,133.567993,0.268,0.362
C6034000,490,5.531,124.864998,0.16,0.297
C6034000,509,7.659,129.927994,0.148,0.243
C6034000,532,8.351,114.575996,0.134,0.213
C6034000,559,8.395,112.507004,0.125,0.194
C6034000,619,2.226,108.551003,0.469,0.484
C6034000,665,1.487,110.417,0.748,0.672
C6034000,683,2.002,100.450996,0.822,0.75
C6034000,705,1.007,98.404999,1.006,0.998
C6034000,779,0.165,97.133003,2.42,3.133
C6034000,866,0.039,75.192001,4.186,5.945
C6035000,411,11.947,737.828003,0.232,NA
C6035000,443,17.414,876.10199,0.191,NA
C6035000,456,24.148001,951.033997,0.176,NA
C6035000,490,30.851999,915.857971,0.141,NA
C6035000,509,30.641001,982.864014,0.134,NA
C6035000,532,28.412001,892.234009,0.135,NA
C6035000,559,26.055,905.455994,0.145,NA
C6035000,619,6.926,902.609985,0.459,0.064
C6035000,665,4.778,876.429993,0.584,NA
C6035000,683,4.735,815.387024,0.494,0.238
C6035000,705,2.479,775.271973,0.745,0.342
C6035000,779,0.652,733.986023,2.806,3.263
C6035000,866,NA,558.73999,NA,6.989
C6036000,411,7.113,312.925995,0.206,NA
C6036000,443,10.199,336.113007,0.145,NA
C6036000,456,14.443,362.35199,0.133,NA
C6036000,490,17.297001,329.920013,0.043,NA
C6036000,509,16.478001,333.747986,0.023,NA
C6036000,532,14.368,283.265991,0.022,NA
C6036000,559,12.522,273.851013,0.066,NA
C6036000,619,2.561,261.980011,0.326,NA
C6036000,665,1.541,259.31601,0.438,NA
C6036000,683,1.483,242.475006,0.366,NA
C6036000,705,0.713,225.209,0.49,NA
C6036000,779,0.206,210.992996,3.776,NA
C6036000,866,0.008,158.330994,0.49,NA
C6037000,411,12.517,451.623993,0.247,NA
C6037000,443,19.204,535.96698,0.179,NA
C6037000,456,27.219999,582.986023,0.167,NA
C6037000,490,35.317001,548.732971,0.134,NA
C6037000,509,35.111,570.036987,0.131,NA
C6037000,532,31.704,511.207001,0.127,NA
C6037000,559,27.916,526.161987,0.128,NA
C6037000,619,6.811,498.631012,0.429,NA
C6037000,665,4.158,494.932007,0.557,NA
C6037000,683,3.711,444.612,0.525,NA
C6037000,705,1.944,407.43399,0.642,NA
C6037000,779,0.305,401.369995,2.197,NA
C6037000,866,NA,307.550995,NA,NA
C6038000,411,10.102,421.02301,0.185,0.082
C6038000,443,14.366,474.269012,0.122,NA
C6038000,456,20.068001,517.427002,0.106,NA
C6038000,490,24.479,476.240997,0.066,NA
C6038000,509,24.253,465.303986,0.04,NA
C6038000,532,22.261,413.342987,0.046,NA
C6038000,559,19.813999,428.261993,0.054,NA
C6038000,619,4.782,389.921997,0.318,0.028
C6038000,665,2.896,405.764008,0.457,0.202
C6038000,683,2.747,367.789001,0.427,0.227
C6038000,705,1.314,329.105011,0.556,0.464
C6038000,779,0.226,317.265991,2.137,2.258
C6038000,866,0.033,240.184998,2.88,NA
C6039000,411,8.841,582.156982,0.155,0.27
C6039000,443,13.124,688.435974,0.103,0.198
C6039000,456,18.504,746.892029,0.082,0.167
C6039000,490,23.316,701.455994,0.043,0.12
C6039000,509,23.422001,703.90802,0.029,0.077
C6039000,532,21.504,650.770996,0.028,0.092
C6039000,559,19.145,668.710022,0.034,0.104
C6039000,619,4.862,623.909973,0.314,0.382
C6039000,665,3.029,623.91803,0.436,0.573
C6039000,683,2.949,553.960999,0.4,0.645
C6039000,705,1.424,508.998993,0.581,0.9
C6039000,779,0.221,479.38501,2.265,3.775
C6039000,866,0.031,364.730011,3.186,NA
C6040000,411,8.242,767.656006,0.261,0.222
C6040000,443,12.009,929.304993,0.163,0.128
C6040000,456,16.848,1007.854004,0.134,0.095
C6040000,490,20.552,961.781006,0.064,0.041
C6040000,509,20.895,964.375,0.062,NA
C6040000,532,19.149,889.827026,0.044,NA
C6040000,559,17.52,911.523987,0.044,NA
C6040000,619,4.383,876.484009,0.279,0.214
C6040000,665,2.599,868.731995,0.39,0.372
C6040000,683,2.476,812.968994,0.367,0.412
C6040000,705,1.16,746.242004,0.523,0.677
C6040000,779,0.3,695.297974,NA,3.213
C6040000,866,0.06,532.44397,NA,6.401
C6041000,411,14.257,941.286011,0.205,0.29
C6041000,443,20.291,1129.552979,0.155,0.23
C6041000,456,28.444,1203.828003,0.133,0.201
C6041000,490,35.471001,1153.029053,0.095,0.153
C6041000,509,38.532001,1170.448975,0.087,0.172
C6041000,532,36.155998,1084.508057,0.082,0.162
C6041000,559,32.532001,1090.084961,0.083,0.126
C6041000,619,8.407,1073.204956,0.354,0.461
C6041000,665,4.859,1042.973022,0.451,0.593
C6041000,683,5.72,958.570007,0.388,0.64
C6041000,705,2.526,879.440002,0.572,0.966
C6041000,779,0.379,855.867004,2.808,3.019
C6041000,866,NA,654.124023,NA,7.284
C6042000,411,16.687,984.185974,0.514,0.585
C6042000,443,25.139999,1170.417969,0.411,0.443
C6042000,456,35.648998,1270.051025,0.346,0.418
C6042000,490,50.064999,1240,0.207,0.309
C6042000,509,59.435001,1246.18103,0.151,0.232
C6042000,532,64.990997,1145.779053,0.113,0.206
C6042000,559,74.959999,1197.18103,0.078,0.236
C6042000,619,21.990999,1130.301025,0.232,0.416
C6042000,665,12.695,1138.300049,0.431,0.633
C6042000,683,13.332,1028.015991,0.437,0.605
C6042000,705,7.023,921.690979,0.695,0.85
C6042000,779,NA,913.840027,NA,3.079
C6042000,866,0.162,705.807007,3.402,NA
C6043000,411,4.901,230.490997,0.412,0.362
C6043000,443,6.565,257.906006,0.339,0.276
C6043000,456,9.244,278.123993,0.304,0.243
C6043000,490,11.062,257.429993,0.242,0.186
C6043000,509,12.827,268.046997,0.22,0.167
C6043000,532,12.571,236.923996,0.207,0.15
C6043000,559,11.489,236.432999,0.21,0.16
C6043000,619,2.861,222.727005,0.464,0.433
C6043000,665,1.786,213.574997,0.587,0.616
C6043000,683,2.159,193.641006,0.549,0.659
C6043000,705,0.892,179.292007,0.694,0.979
C6043000,779,0.153,186.947006,2.677,3.384
C6043000,866,0.02,143.009995,NA,5.332
C6044000,411,7.005,271.45401,0.332,0.355
C6044000,443,9.905,303.261993,0.267,0.282
C6044000,456,13.911,324.748993,0.218,0.249
C6044000,490,17.471001,294.82901,0.149,0.194
C6044000,509,20.377001,301.212006,0.115,0.183
C6044000,532,20.773001,269.950989,0.099,0.165
C6044000,559,20.287001,269.026001,0.094,0.165
C6044000,619,5.037,251.835007,0.323,0.386
C6044000,665,2.94,242.307007,0.481,0.521
C6044000,683,3.145,220.863007,0.449,0.543
C6044000,705,1.469,206.052994,0.619,0.758
C6044000,779,0.221,203.755005,2.145,NA
C6044000,866,0.029,159.593994,2.507,NA
C6045000,411,17.569,571.143005,0.281,0.316
C6045000,443,29.275,672.142029,0.202,0.194
C6045000,456,42.417,719.177002,0.177,0.085
C6045000,490,58.330002,682.164001,0.157,NA
C6045000,509,58.444,700.476013,0.142,0.15
